Domain,Area,Element,Item,Year,Unit,Value
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","16.7944"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","17.9559"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","18.2268"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","18.7668"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","19.5652"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","19.9902"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","19.7802"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","19.85"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","19.0221"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","18.4409"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","18.6275"
"SDG Indicators","Albania","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","19.2521"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","9.79393"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","9.31027"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","9.81055"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","9.44047"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","7.69131"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","7.54308"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","7.57063"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","6.58668"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","9.34337"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","8.46644"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","8.11035"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","8.77069"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","9.85112"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","10.2864"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","11.5786"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","12.2201"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","11.7561"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","11.8402"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","12.3804"
"SDG Indicators","Algeria","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","14.2277"
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%",""
"SDG Indicators","American Samoa","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","0.441953"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","0.385887"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","0.419118"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","0.414743"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","0.380576"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","0.353523"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","0.368797"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","0.406918"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","0.418929"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","0.466508"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","0.490561"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","0.601165"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","0.585559"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","0.537623"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","0.51342"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","0.521999"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","0.559539"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","0.546368"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","0.542635"
"SDG Indicators","Andorra","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","8.15635"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","5.83955"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","6.19839"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","6.25088"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","5.06042"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","5.19129"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","5.24228"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","4.80534"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","6.6212"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","6.18029"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","5.84568"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","6.06963"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","6.5075"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","7.54706"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","9.12254"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","9.83116"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","10.017"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","8.60774"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","9.4853"
"SDG Indicators","Angola","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","9.42977"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","1.91595"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","2.1117"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","2.02232"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","2.02029"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","2.33531"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","1.9203"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","1.65772"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","1.87217"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","1.87095"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","1.81864"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","2.13241"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","2.26007"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","2.05373"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","1.99023"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","1.97937"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","2.64215"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","2.03686"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","1.28339"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","2.4188"
"SDG Indicators","Anguilla","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","1.61278"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","1.73138"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","1.74801"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","1.60917"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","1.75667"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","1.65247"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","1.60578"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","1.54737"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","1.49146"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","1.63315"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","1.93295"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","1.89925"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","2.01786"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","1.65556"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","1.61219"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","1.5676"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","1.79362"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","1.73669"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","1.75997"
"SDG Indicators","Antigua and Barbuda","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","2.13631"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","3.96074"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","8.84866"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","8.95402"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","8.35656"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","7.93875"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","6.93557"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","7.45235"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","7.31896"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","5.27362"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","7.13217"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","6.99873"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","5.78174"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","6.05292"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","6.7127"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","5.15669"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","6.26457"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","5.47838"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","6.09713"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","7.20078"
"SDG Indicators","Argentina","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","6.83608"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","24.005"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","21.9974"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","20.1811"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","21.2053"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","17.887"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","17.5308"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","17.0945"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","15.276"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","15.8412"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","15.9465"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","19.0668"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","17.9127"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","18.4348"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","18.0721"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","17.2231"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","16.3905"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","14.9943"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","13.9423"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","11.9883"
"SDG Indicators","Armenia","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","11.7173"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","0.017648"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","0.017524"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","0.017484"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","0.017059"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","0.016839"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","0.017149"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","0.017574"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","0.016925"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","0.019556"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","0.020236"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","0.020295"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","0.020005"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","0.020678"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","0.020203"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","0.019135"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","0.018836"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","0.018279"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","0.01875"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","0.018622"
"SDG Indicators","Aruba","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","3.94801"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","2.88853"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","3.06212"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","2.88333"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","2.72673"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","2.2011"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","2.33863"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","2.29172"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","2.19757"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","2.27654"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","2.25475"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","2.27891"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","2.21622"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","2.37264"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","2.40312"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","2.70442"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","2.45835"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","2.1216"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","1.89797"
"SDG Indicators","Australia","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","1.89797"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","1.6707"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","1.56277"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","1.49193"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","1.47648"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","1.2594"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","1.30319"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","1.41639"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","1.34222"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","1.14682"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","1.26733"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","1.40191"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","1.34855"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","1.25472"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","1.20074"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","1.12979"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","1.11032"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","1.21059"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","1.13438"
"SDG Indicators","Austria","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","1.08562"
