,Code,Year,Indicator,Real value,Lower value,Upper value
134,AFG,1973,GDP ,707496384.0,-2693621392.0,6044925936.0
135,AFG,1974,GDP ,922051840.0,-2693621392.0,6044925936.0
136,AFG,1975,GDP ,1069830272.0,-2693621392.0,6044925936.0
137,AFG,1976,GDP ,1422192128.0,-2693621392.0,6044925936.0
138,AFG,1977,GDP ,1693063424.0,-2693621392.0,6044925936.0
139,AFG,1978,GDP ,1720966528.0,-2693621392.0,6044925936.0
140,AFG,1979,GDP ,1746097024.0,-2693621392.0,6044925936.0
141,AFG,1980,GDP ,1567015296.0,-2693621392.0,6044925936.0
142,AFG,1981,GDP ,1731187456.0,-2693621392.0,6044925936.0
143,AFG,1982,GDP ,2585170432.0,-2693621392.0,6044925936.0
144,AFG,1983,GDP ,2632896512.0,-2693621392.0,6044925936.0
145,AFG,1984,GDP ,1972741504.0,-2693621392.0,6044925936.0
146,AFG,1985,GDP ,1950452736.0,-2693621392.0,6044925936.0
147,AFG,1986,GDP ,1624993280.0,-2693621392.0,6044925936.0
148,AFG,1987,GDP ,1101413632.0,-2693621392.0,6044925936.0
149,AFG,1988,GDP ,944245888.0,-2693621392.0,6044925936.0
150,AFG,1989,GDP ,1589049728.0,-2693621392.0,6044925936.0
151,AFG,2001,GDP ,1710008832.0,-2693621392.0,6044925936.0
152,AFG,2002,GDP ,2754842112.0,-2693621392.0,6044925936.0
153,AFG,2003,GDP ,2807356416.0,-2693621392.0,6044925936.0
154,AFG,2004,GDP ,2886813696.0,-2693621392.0,6044925936.0
155,AFG,2005,GDP ,3451279104.0,-2693621392.0,6044925936.0
156,AFG,2006,GDP ,3835713024.0,-2693621392.0,6044925936.0
157,AFG,2007,GDP ,4919676928.0,-2693621392.0,6044925936.0
158,AFG,2008,GDP ,5543301632.0,-2693621392.0,6044925936.0
159,AFG,2009,GDP ,8015606784.0,-2693621392.0,6044925936.0
160,AFG,2010,GDP ,10313962496.0,-2693621392.0,6044925936.0
161,AFG,2011,GDP ,11190998016.0,-2693621392.0,6044925936.0
162,AFG,2012,GDP ,13000596480.0,-2693621392.0,6044925936.0
163,AFG,2013,GDP ,12822858752.0,-2693621392.0,6044925936.0
164,AFG,2014,GDP ,12185101312.0,-2693621392.0,6044925936.0
165,AFG,1956,GDP ,99107184.0,-2693621392.0,6044925936.0
166,AFG,1957,GDP ,101785760.0,-2693621392.0,6044925936.0
167,AFG,1958,GDP ,104464328.0,-2693621392.0,6044925936.0
168,AFG,1959,GDP ,107589328.0,-2693621392.0,6044925936.0
169,AFG,1960,GDP ,192063584.0,-2693621392.0,6044925936.0
170,AFG,1961,GDP ,196031840.0,-2693621392.0,6044925936.0
171,AFG,1962,GDP ,195238192.0,-2693621392.0,6044925936.0
172,AFG,1963,GDP ,268254112.0,-2693621392.0,6044925936.0
173,AFG,1964,GDP ,285714432.0,-2693621392.0,6044925936.0
174,AFG,1965,GDP ,359523968.0,-2693621392.0,6044925936.0
175,AFG,1966,Fertility,7.3203,6.647812500000001,8.072512499999998
176,AFG,1967,Fertility,7.3387,6.647812500000001,8.072512499999998
177,AFG,1968,Fertility,7.3628,6.647812500000001,8.072512499999998
178,AFG,1969,Fertility,7.3887,6.647812500000001,8.072512499999998
179,AFG,1970,Fertility,7.3996,6.647812500000001,8.072512499999998
180,AFG,1971,Fertility,7.432,6.647812500000001,8.072512499999998
181,AFG,1972,Fertility,7.4531,6.647812500000001,8.072512499999998
182,AFG,1973,Fertility,7.4868,6.647812500000001,8.072512499999998
183,AFG,1974,Fertility,7.5258,6.647812500000001,8.072512499999998
184,AFG,1975,Fertility,7.542,6.647812500000001,8.072512499999998
185,AFG,1976,Fertility,7.5613,6.647812500000001,8.072512499999998
186,AFG,1977,Fertility,7.5913,6.647812500000001,8.072512499999998
187,AFG,1978,Fertility,7.5993,6.647812500000001,8.072512499999998
188,AFG,1979,Fertility,7.6123,6.647812500000001,8.072512499999998
189,AFG,1980,Fertility,7.5885,6.647812500000001,8.072512499999998
190,AFG,1981,Fertility,7.5681,6.647812500000001,8.072512499999998
191,AFG,1982,Fertility,7.5527,6.647812500000001,8.072512499999998
192,AFG,1983,Fertility,7.537,6.647812500000001,8.072512499999998
193,AFG,1984,Fertility,7.5127,6.647812500000001,8.072512499999998
194,AFG,1985,Fertility,7.5174,6.647812500000001,8.072512499999998
195,AFG,1986,Fertility,7.5186,6.647812500000001,8.072512499999998
196,AFG,1987,Fertility,7.5255,6.647812500000001,8.072512499999998
197,AFG,1988,Fertility,7.5309,6.647812500000001,8.072512499999998
198,AFG,1989,Fertility,7.5334,6.647812500000001,8.072512499999998
199,AFG,1990,Fertility,7.5646,6.647812500000001,8.072512499999998
200,AFG,1991,Fertility,7.6056,6.647812500000001,8.072512499999998
201,AFG,1992,Fertility,7.6648,6.647812500000001,8.072512499999998
202,AFG,1993,Fertility,7.7186,6.647812500000001,8.072512499999998
203,AFG,1994,Fertility,7.7165,6.647812500000001,8.072512499999998
204,AFG,1995,Fertility,7.7123,6.647812500000001,8.072512499999998
205,AFG,1996,Fertility,7.7088,6.647812500000001,8.072512499999998
206,AFG,1997,Fertility,7.6666,6.647812500000001,8.072512499999998
207,AFG,1998,Fertility,7.6421,6.647812500000001,8.072512499999998
208,AFG,1999,Fertility,7.5994,6.647812500000001,8.072512499999998
209,AFG,2000,Fertility,7.5338,6.647812500000001,8.072512499999998
210,AFG,2001,Fertility,7.4458,6.647812500000001,8.072512499999998
211,AFG,2002,Fertility,7.3394,6.647812500000001,8.072512499999998
212,AFG,2003,Fertility,7.2199,6.647812500000001,8.072512499999998
213,AFG,2004,Fertility,7.0686,6.647812500000001,8.072512499999998
214,AFG,2005,Fertility,6.9047,6.647812500000001,8.072512499999998
215,AFG,2006,Fertility,6.7215,6.647812500000001,8.072512499999998
216,AFG,2007,Fertility,6.5303,6.647812500000001,8.072512499999998
217,AFG,2008,Fertility,6.3762,6.647812500000001,8.072512499999998
218,AFG,2009,Fertility,6.2354,6.647812500000001,8.072512499999998
219,AFG,2010,Fertility,6.0987,6.647812500000001,8.072512499999998
220,AFG,2011,Fertility,5.9581,6.647812500000001,8.072512499999998
221,AFG,2012,Fertility,5.8302,6.647812500000001,8.072512499999998
222,AFG,2013,Fertility,5.6962,6.647812500000001,8.072512499999998
223,AFG,2014,Fertility,5.5595,6.647812500000001,8.072512499999998
224,AFG,2015,Fertility,5.4052,6.647812500000001,8.072512499999998
225,AFG,2016,Fertility,5.2618,6.647812500000001,8.072512499999998
226,AFG,2017,Fertility,5.129,6.647812500000001,8.072512499999998
227,AFG,2018,Fertility,5.0023,6.647812500000001,8.072512499999998
228,AFG,2019,Fertility,4.8701,6.647812500000001,8.072512499999998
229,AFG,2020,Fertility,4.7502,6.647812500000001,8.072512499999998
230,AFG,1950,Fertility,7.2484,6.647812500000001,8.072512499999998
231,AFG,1951,Fertility,7.2596,6.647812500000001,8.072512499999998
232,AFG,1952,Fertility,7.2601,6.647812500000001,8.072512499999998
233,AFG,1953,Fertility,7.2662,6.647812500000001,8.072512499999998
234,AFG,1954,Fertility,7.2542,6.647812500000001,8.072512499999998
235,AFG,1955,Fertility,7.2621,6.647812500000001,8.072512499999998
236,AFG,1956,Fertility,7.2688,6.647812500000001,8.072512499999998
237,AFG,1957,Fertility,7.2636,6.647812500000001,8.072512499999998
238,AFG,1958,Fertility,7.2691,6.647812500000001,8.072512499999998
239,AFG,1959,Fertility,7.2759,6.647812500000001,8.072512499999998
240,AFG,1960,Fertility,7.2817,6.647812500000001,8.072512499999998
241,AFG,1961,Fertility,7.2842,6.647812500000001,8.072512499999998
242,AFG,1962,Fertility,7.2918,6.647812500000001,8.072512499999998
243,AFG,1963,Fertility,7.3016,6.647812500000001,8.072512499999998
244,AFG,1964,Fertility,7.3043,6.647812500000001,8.072512499999998
245,AFG,1965,Fertility,7.3053,6.647812500000001,8.072512499999998
246,AFG,2021,Fertility,4.6434,6.647812500000001,8.072512499999998
247,AFG,1970,tertiary_education,1.08,-0.3500000000000001,5.8100000000000005
248,AFG,1975,tertiary_education,1.48,-0.3500000000000001,5.8100000000000005
249,AFG,1980,tertiary_education,1.96,-0.3500000000000001,5.8100000000000005
250,AFG,1985,tertiary_education,2.49,-0.3500000000000001,5.8100000000000005
251,AFG,1990,tertiary_education,2.91,-0.3500000000000001,5.8100000000000005
252,AFG,1995,tertiary_education,3.28,-0.3500000000000001,5.8100000000000005
253,AFG,2000,tertiary_education,3.5,-0.3500000000000001,5.8100000000000005
254,AFG,2005,tertiary_education,3.61,-0.3500000000000001,5.8100000000000005
255,AFG,2010,tertiary_education,3.65,-0.3500000000000001,5.8100000000000005
256,AFG,2005,GenderInequality,0.748,0.5715000000000001,0.8554999999999999
257,AFG,2006,GenderInequality,0.749,0.5715000000000001,0.8554999999999999
258,AFG,2007,GenderInequality,0.752,0.5715000000000001,0.8554999999999999
259,AFG,2008,GenderInequality,0.755,0.5715000000000001,0.8554999999999999
260,AFG,2009,GenderInequality,0.755,0.5715000000000001,0.8554999999999999
261,AFG,2010,GenderInequality,0.753,0.5715000000000001,0.8554999999999999
262,AFG,2011,GenderInequality,0.746,0.5715000000000001,0.8554999999999999
263,AFG,2012,GenderInequality,0.738,0.5715000000000001,0.8554999999999999
264,AFG,2013,GenderInequality,0.728,0.5715000000000001,0.8554999999999999
265,AFG,2014,GenderInequality,0.718,0.5715000000000001,0.8554999999999999
266,AFG,2015,GenderInequality,0.706,0.5715000000000001,0.8554999999999999
267,AFG,2016,GenderInequality,0.692,0.5715000000000001,0.8554999999999999
268,AFG,2017,GenderInequality,0.678,0.5715000000000001,0.8554999999999999
269,AFG,2018,GenderInequality,0.671,0.5715000000000001,0.8554999999999999
270,AFG,2019,GenderInequality,0.665,0.5715000000000001,0.8554999999999999
271,AFG,2020,GenderInequality,0.674,0.5715000000000001,0.8554999999999999
272,AFG,2021,GenderInequality,0.678,0.5715000000000001,0.8554999999999999
273,ALB,1983,Deaths,4767.0,-3158.875,6444.125
274,ALB,1984,Deaths,4494.0,-3158.875,6444.125
275,ALB,1985,Deaths,4249.0,-3158.875,6444.125
276,ALB,1986,Deaths,4031.0,-3158.875,6444.125
277,ALB,1987,Deaths,3829.0,-3158.875,6444.125
278,ALB,1988,Deaths,3635.0,-3158.875,6444.125
279,ALB,1989,Deaths,3445.0,-3158.875,6444.125
280,ALB,1990,Deaths,3259.0,-3158.875,6444.125
281,ALB,1991,Deaths,3075.0,-3158.875,6444.125
282,ALB,1992,Deaths,2890.0,-3158.875,6444.125
283,ALB,1993,Deaths,2702.0,-3158.875,6444.125
284,ALB,1994,Deaths,2514.0,-3158.875,6444.125
285,ALB,1995,Deaths,2326.0,-3158.875,6444.125
286,ALB,1996,Deaths,2139.0,-3158.875,6444.125
287,ALB,1997,Deaths,1955.0,-3158.875,6444.125
288,ALB,1998,Deaths,1776.0,-3158.875,6444.125
289,ALB,1999,Deaths,1607.0,-3158.875,6444.125
290,ALB,2000,Deaths,1449.0,-3158.875,6444.125
291,ALB,2001,Deaths,1302.0,-3158.875,6444.125
292,ALB,2002,Deaths,1166.0,-3158.875,6444.125
293,ALB,2003,Deaths,1038.0,-3158.875,6444.125
294,ALB,2004,Deaths,921.0,-3158.875,6444.125
295,ALB,2005,Deaths,815.0,-3158.875,6444.125
296,ALB,2006,Deaths,723.0,-3158.875,6444.125
297,ALB,2007,Deaths,644.0,-3158.875,6444.125
298,ALB,2008,Deaths,577.0,-3158.875,6444.125
299,ALB,2009,Deaths,520.0,-3158.875,6444.125
300,ALB,2010,Deaths,473.0,-3158.875,6444.125
301,ALB,2011,Deaths,432.0,-3158.875,6444.125
302,ALB,2012,Deaths,398.0,-3158.875,6444.125
303,ALB,2013,Deaths,372.0,-3158.875,6444.125
304,ALB,2014,Deaths,352.0,-3158.875,6444.125
305,ALB,2015,Deaths,339.0,-3158.875,6444.125
306,ALB,2016,Deaths,331.0,-3158.875,6444.125
307,ALB,2017,Deaths,327.0,-3158.875,6444.125
308,ALB,2018,Deaths,326.0,-3158.875,6444.125
309,ALB,2019,Deaths,327.0,-3158.875,6444.125
310,ALB,2020,Deaths,327.0,-3158.875,6444.125
311,ALB,1983,LifeExpectancy,71.3,42.425,96.425
312,ALB,1984,LifeExpectancy,71.5,42.425,96.425
313,ALB,1985,LifeExpectancy,71.7,42.425,96.425
314,ALB,1986,LifeExpectancy,71.9,42.425,96.425
315,ALB,1987,LifeExpectancy,72.4,42.425,96.425
316,ALB,1988,LifeExpectancy,72.6,42.425,96.425
317,ALB,1989,LifeExpectancy,72.9,42.425,96.425
318,ALB,1990,LifeExpectancy,73.1,42.425,96.425
319,ALB,1991,LifeExpectancy,73.4,42.425,96.425
320,ALB,1992,LifeExpectancy,73.7,42.425,96.425
321,ALB,1993,LifeExpectancy,73.9,42.425,96.425
322,ALB,1994,LifeExpectancy,74.1,42.425,96.425
323,ALB,1995,LifeExpectancy,74.4,42.425,96.425
324,ALB,1996,LifeExpectancy,74.6,42.425,96.425
325,ALB,1997,LifeExpectancy,73.9,42.425,96.425
326,ALB,1998,LifeExpectancy,75.0,42.425,96.425
327,ALB,1999,LifeExpectancy,75.2,42.425,96.425
328,ALB,2000,LifeExpectancy,75.4,42.425,96.425
329,ALB,2001,LifeExpectancy,75.6,42.425,96.425
330,ALB,2002,LifeExpectancy,75.9,42.425,96.425
331,ALB,2003,LifeExpectancy,76.1,42.425,96.425
332,ALB,2004,LifeExpectancy,76.4,42.425,96.425
333,ALB,2005,LifeExpectancy,76.6,42.425,96.425
334,ALB,2006,LifeExpectancy,76.8,42.425,96.425
335,ALB,2007,LifeExpectancy,77.5,42.425,96.425
336,ALB,2008,LifeExpectancy,77.7,42.425,96.425
337,ALB,2009,LifeExpectancy,77.8,42.425,96.425
338,ALB,2010,LifeExpectancy,77.9,42.425,96.425
339,ALB,2011,LifeExpectancy,78.1,42.425,96.425
340,ALB,2012,LifeExpectancy,78.1,42.425,96.425
341,ALB,2013,LifeExpectancy,78.1,42.425,96.425
342,ALB,2014,LifeExpectancy,78.4,42.425,96.425
343,ALB,2015,LifeExpectancy,78.6,42.425,96.425
344,ALB,2016,LifeExpectancy,78.9,42.425,96.425
345,ALB,2017,LifeExpectancy,79.0,42.425,96.425
346,ALB,2018,LifeExpectancy,79.2,42.425,96.425
347,ALB,2019,LifeExpectancy,79.3,42.425,96.425
348,ALB,2020,LifeExpectancy,77.0,42.425,96.425
349,ALB,1950,LifeExpectancy,44.7,42.425,96.425
350,ALB,1951,LifeExpectancy,45.1,42.425,96.425
351,ALB,1952,LifeExpectancy,46.0,42.425,96.425
352,ALB,1953,LifeExpectancy,46.5,42.425,96.425
353,ALB,1954,LifeExpectancy,47.6,42.425,96.425
354,ALB,1955,LifeExpectancy,48.5,42.425,96.425
355,ALB,1956,LifeExpectancy,49.6,42.425,96.425
356,ALB,1957,LifeExpectancy,50.7,42.425,96.425
357,ALB,1958,LifeExpectancy,52.0,42.425,96.425
358,ALB,1959,LifeExpectancy,53.2,42.425,96.425
359,ALB,1960,LifeExpectancy,54.4,42.425,96.425
360,ALB,1961,LifeExpectancy,55.6,42.425,96.425
361,ALB,1962,LifeExpectancy,56.7,42.425,96.425
362,ALB,1963,LifeExpectancy,57.8,42.425,96.425
363,ALB,1964,LifeExpectancy,59.0,42.425,96.425
364,ALB,1965,LifeExpectancy,60.0,42.425,96.425
365,ALB,1966,LifeExpectancy,61.0,42.425,96.425
366,ALB,1967,LifeExpectancy,62.0,42.425,96.425
367,ALB,1968,LifeExpectancy,62.9,42.425,96.425
368,ALB,1969,LifeExpectancy,63.9,42.425,96.425
369,ALB,1970,LifeExpectancy,64.8,42.425,96.425
370,ALB,1971,LifeExpectancy,65.6,42.425,96.425
371,ALB,1972,LifeExpectancy,66.4,42.425,96.425
372,ALB,1973,LifeExpectancy,67.1,42.425,96.425
373,ALB,1974,LifeExpectancy,67.8,42.425,96.425
374,ALB,1975,LifeExpectancy,68.3,42.425,96.425
375,ALB,1976,LifeExpectancy,68.7,42.425,96.425
376,ALB,1977,LifeExpectancy,69.1,42.425,96.425
377,ALB,1978,LifeExpectancy,69.3,42.425,96.425
378,ALB,1979,LifeExpectancy,69.6,42.425,96.425
379,ALB,1980,LifeExpectancy,70.5,42.425,96.425
380,ALB,1981,LifeExpectancy,70.7,42.425,96.425
381,ALB,1982,LifeExpectancy,71.0,42.425,96.425
382,ALB,2021,LifeExpectancy,76.5,42.425,96.425
383,ALB,1983,GDP ,1285922816.0,-2540740400.0,4710915152.0
384,ALB,1984,GDP ,1446658944.0,-2540740400.0,4710915152.0
385,ALB,1985,GDP ,1531517952.0,-2540740400.0,4710915152.0
386,ALB,1986,GDP ,1482925696.0,-2540740400.0,4710915152.0
387,ALB,1987,GDP ,1319696896.0,-2540740400.0,4710915152.0
388,ALB,1988,GDP ,1195173504.0,-2540740400.0,4710915152.0
389,ALB,1989,GDP ,1427165312.0,-2540740400.0,4710915152.0
390,ALB,1990,GDP ,1183586816.0,-2540740400.0,4710915152.0
391,ALB,1991,GDP ,645924544.0,-2540740400.0,4710915152.0
392,ALB,1992,GDP ,404227616.0,-2540740400.0,4710915152.0
393,ALB,1993,GDP ,818824960.0,-2540740400.0,4710915152.0
394,ALB,1994,GDP ,1297492864.0,-2540740400.0,4710915152.0
395,ALB,1995,GDP ,1536327424.0,-2540740400.0,4710915152.0
396,ALB,1996,GDP ,2124710528.0,-2540740400.0,4710915152.0
397,ALB,1997,GDP ,1441513856.0,-2540740400.0,4710915152.0
398,ALB,1998,GDP ,1634626304.0,-2540740400.0,4710915152.0
399,ALB,1999,GDP ,2110516992.0,-2540740400.0,4710915152.0
400,ALB,2000,GDP ,2400530432.0,-2540740400.0,4710915152.0
401,ALB,2001,GDP ,2820826368.0,-2540740400.0,4710915152.0
402,ALB,2002,GDP ,2959186432.0,-2540740400.0,4710915152.0
403,ALB,2003,GDP ,3519843584.0,-2540740400.0,4710915152.0
404,ALB,2004,GDP ,3995233024.0,-2540740400.0,4710915152.0
405,ALB,2005,GDP ,4487185408.0,-2540740400.0,4710915152.0
406,ALB,2006,GDP ,4887384064.0,-2540740400.0,4710915152.0
407,ALB,2007,GDP ,5348066304.0,-2540740400.0,4710915152.0
408,ALB,2008,GDP ,7007017984.0,-2540740400.0,4710915152.0
409,ALB,2009,GDP ,7731409408.0,-2540740400.0,4710915152.0
410,ALB,2010,GDP ,7718873600.0,-2540740400.0,4710915152.0
411,ALB,2011,GDP ,8045718528.0,-2540740400.0,4710915152.0
412,ALB,2012,GDP ,7799002624.0,-2540740400.0,4710915152.0
413,ALB,2013,GDP ,8175526400.0,-2540740400.0,4710915152.0
414,ALB,2014,GDP ,8069416960.0,-2540740400.0,4710915152.0
415,ALB,1950,GDP ,30614300.0,-2540740400.0,4710915152.0
416,ALB,1951,GDP ,37142872.0,-2540740400.0,4710915152.0
417,ALB,1952,GDP ,39785732.0,-2540740400.0,4710915152.0
418,ALB,1953,GDP ,39821448.0,-2540740400.0,4710915152.0
419,ALB,1954,GDP ,38092872.0,-2540740400.0,4710915152.0
