,Code,Year,Indicator,Value
55,AFG,1979,LifeExpectancy,39.1
56,AFG,1979,GDP ,1746097024.0
57,AFG,1979,Fertility,7.6123
58,AFG,1980,Deaths,155527.0
59,AFG,1980,LifeExpectancy,39.6
60,AFG,1980,GDP ,1567015296.0
61,AFG,1980,Fertility,7.5885
62,AFG,1980,tertiary_education,1.96
63,AFG,1981,Deaths,150725.0
64,AFG,1981,LifeExpectancy,40.2
65,AFG,1981,GDP ,1731187456.0
66,AFG,1981,Fertility,7.5681
67,AFG,1982,Deaths,145220.0
68,AFG,1982,LifeExpectancy,37.8
69,AFG,1982,GDP ,2585170432.0
70,AFG,1982,Fertility,7.5527
71,AFG,1983,Deaths,139324.0
72,AFG,1983,LifeExpectancy,38.2
73,AFG,1983,GDP ,2632896512.0
74,AFG,1983,Fertility,7.537
75,AFG,1984,Deaths,133190.0
76,AFG,1984,LifeExpectancy,33.3
77,AFG,1984,GDP ,1972741504.0
78,AFG,1984,Fertility,7.5127
79,AFG,1985,Deaths,127325.0
80,AFG,1985,LifeExpectancy,33.6
81,AFG,1985,GDP ,1950452736.0
82,AFG,1985,Fertility,7.5174
83,AFG,1985,tertiary_education,2.49
84,AFG,1986,Deaths,122025.0
85,AFG,1986,LifeExpectancy,39.4
86,AFG,1986,GDP ,1624993280.0
87,AFG,1986,Fertility,7.5186
88,AFG,1987,Deaths,117478.0
89,AFG,1987,LifeExpectancy,39.8
90,AFG,1987,GDP ,1101413632.0
91,AFG,1987,Fertility,7.5255
92,AFG,1988,Deaths,114006.0
93,AFG,1988,LifeExpectancy,44.0
94,AFG,1988,GDP ,944245888.0
95,AFG,1988,Fertility,7.5309
96,AFG,1989,Deaths,111593.0
97,AFG,1989,LifeExpectancy,45.2
98,AFG,1989,GDP ,1589049728.0
99,AFG,1989,Fertility,7.5334
100,AFG,1990,Deaths,110441.0
101,AFG,1990,LifeExpectancy,46.0
102,AFG,1990,Fertility,7.5646
103,AFG,1990,tertiary_education,2.91
104,AFG,1991,Deaths,110384.0
105,AFG,1991,LifeExpectancy,46.7
106,AFG,1991,Fertility,7.6056
107,AFG,1992,Deaths,111348.0
108,AFG,1992,LifeExpectancy,47.6
109,AFG,1992,Fertility,7.6648
110,AFG,1993,Deaths,113046.0
111,AFG,1993,LifeExpectancy,51.5
112,AFG,1993,Fertility,7.7186
113,AFG,1994,Deaths,115248.0
114,AFG,1994,LifeExpectancy,51.5
115,AFG,1994,Fertility,7.7165
116,AFG,1995,Deaths,117726.0
117,AFG,1995,LifeExpectancy,52.5
118,AFG,1995,Fertility,7.7123
119,AFG,1995,tertiary_education,3.28
120,AFG,1996,Deaths,120114.0
121,AFG,1996,LifeExpectancy,53.2
122,AFG,1996,Fertility,7.7088
123,AFG,1997,Deaths,122200.0
124,AFG,1997,LifeExpectancy,53.6
125,AFG,1997,Fertility,7.6666
126,AFG,1998,Deaths,123907.0
127,AFG,1998,LifeExpectancy,52.9
128,AFG,1998,Fertility,7.6421
129,AFG,1999,Deaths,125086.0
130,AFG,1999,LifeExpectancy,54.8
131,AFG,1999,Fertility,7.5994
132,AFG,2000,Deaths,125549.0
133,AFG,2000,LifeExpectancy,55.3
134,AFG,2000,Fertility,7.5338
135,AFG,2000,tertiary_education,3.5
136,AFG,2001,Deaths,125380.0
137,AFG,2001,LifeExpectancy,55.8
138,AFG,2001,GDP ,1710008832.0
139,AFG,2001,Fertility,7.4458
140,AFG,2002,Deaths,124472.0
141,AFG,2002,LifeExpectancy,56.5
142,AFG,2002,GDP ,2754842112.0
143,AFG,2002,Fertility,7.3394
144,AFG,2003,Deaths,123034.0
145,AFG,2003,LifeExpectancy,57.3
146,AFG,2003,GDP ,2807356416.0
147,AFG,2003,Fertility,7.2199
148,AFG,2004,Deaths,121027.0
149,AFG,2004,LifeExpectancy,57.9
150,AFG,2004,GDP ,2886813696.0
151,AFG,2004,Fertility,7.0686
152,AFG,2005,Deaths,118653.0
153,AFG,2005,LifeExpectancy,58.4
154,AFG,2005,GenderInequality,0.748
155,AFG,2005,GDP ,3451279104.0
156,AFG,2005,Fertility,6.9047
157,AFG,2005,tertiary_education,3.61
158,AFG,2006,Deaths,115865.0
159,AFG,2006,LifeExpectancy,58.7
160,AFG,2006,GenderInequality,0.749
161,AFG,2006,GDP ,3835713024.0
162,AFG,2006,Fertility,6.7215
163,AFG,2007,Deaths,112714.0
164,AFG,2007,LifeExpectancy,59.1
165,AFG,2007,GenderInequality,0.752
166,AFG,2007,GDP ,4919676928.0
167,AFG,2007,Fertility,6.5303
168,AFG,2008,Deaths,109221.0
169,AFG,2008,LifeExpectancy,59.9
170,AFG,2008,GenderInequality,0.755
171,AFG,2008,GDP ,5543301632.0
172,AFG,2008,Fertility,6.3762
173,AFG,2009,Deaths,105530.0
174,AFG,2009,LifeExpectancy,60.4
175,AFG,2009,GenderInequality,0.755
176,AFG,2009,GDP ,8015606784.0
177,AFG,2009,Fertility,6.2354
178,AFG,2010,Deaths,101658.0
179,AFG,2010,LifeExpectancy,60.9
180,AFG,2010,GenderInequality,0.753
181,AFG,2010,GDP ,10313962496.0
182,AFG,2010,Fertility,6.0987
183,AFG,2010,tertiary_education,3.65
184,AFG,2011,Deaths,97717.0
185,AFG,2011,LifeExpectancy,61.4
186,AFG,2011,GenderInequality,0.746
187,AFG,2011,GDP ,11190998016.0
188,AFG,2011,Fertility,5.9581
189,AFG,2012,Deaths,93811.0
190,AFG,2012,LifeExpectancy,61.9
191,AFG,2012,GenderInequality,0.738
192,AFG,2012,GDP ,13000596480.0
193,AFG,2012,Fertility,5.8302
194,AFG,2013,Deaths,90018.0
195,AFG,2013,LifeExpectancy,62.4
196,AFG,2013,GenderInequality,0.728
197,AFG,2013,GDP ,12822858752.0
198,AFG,2013,Fertility,5.6962
199,AFG,2014,Deaths,86438.0
200,AFG,2014,LifeExpectancy,62.5
201,AFG,2014,GenderInequality,0.718
202,AFG,2014,GDP ,12185101312.0
203,AFG,2014,Fertility,5.5595
204,AFG,2015,Deaths,83000.0
205,AFG,2015,LifeExpectancy,62.7
206,AFG,2015,GenderInequality,0.706
207,AFG,2015,Fertility,5.4052
208,AFG,2016,Deaths,79812.0
209,AFG,2016,LifeExpectancy,63.1
210,AFG,2016,GenderInequality,0.692
211,AFG,2016,Fertility,5.2618
212,AFG,2017,Deaths,76996.0
213,AFG,2017,LifeExpectancy,63.0
214,AFG,2017,GenderInequality,0.678
215,AFG,2017,Fertility,5.129
216,AFG,2018,Deaths,74352.0
217,AFG,2018,LifeExpectancy,63.1
218,AFG,2018,GenderInequality,0.671
219,AFG,2018,Fertility,5.0023
220,AFG,2019,Deaths,72026.0
221,AFG,2019,LifeExpectancy,63.6
222,AFG,2019,GenderInequality,0.665
223,AFG,2019,Fertility,4.8701
224,AFG,2020,Deaths,69714.0
225,AFG,2020,LifeExpectancy,62.6
226,AFG,2020,GenderInequality,0.674
227,AFG,2020,Fertility,4.7502
228,ALB,1983,Deaths,4767.0
229,ALB,1983,LifeExpectancy,71.3
230,ALB,1983,GDP ,1285922816.0
231,ALB,1983,Fertility,3.3608
232,ALB,1984,Deaths,4494.0
233,ALB,1984,LifeExpectancy,71.5
234,ALB,1984,GDP ,1446658944.0
235,ALB,1984,Fertility,3.2965
236,ALB,1985,Deaths,4249.0
237,ALB,1985,LifeExpectancy,71.7
238,ALB,1985,GDP ,1531517952.0
239,ALB,1985,Fertility,3.2046
240,ALB,1985,tertiary_education,2.66
241,ALB,1986,Deaths,4031.0
242,ALB,1986,LifeExpectancy,71.9
243,ALB,1986,GDP ,1482925696.0
244,ALB,1986,Fertility,3.1159
245,ALB,1987,Deaths,3829.0
246,ALB,1987,LifeExpectancy,72.4
247,ALB,1987,GDP ,1319696896.0
248,ALB,1987,Fertility,3.061
249,ALB,1988,Deaths,3635.0
250,ALB,1988,LifeExpectancy,72.6
251,ALB,1988,GDP ,1195173504.0
252,ALB,1988,Fertility,3.0041
253,ALB,1989,Deaths,3445.0
254,ALB,1989,LifeExpectancy,72.9
255,ALB,1989,GDP ,1427165312.0
256,ALB,1989,Fertility,2.9416
257,ALB,1990,Deaths,3259.0
258,ALB,1990,LifeExpectancy,73.1
259,ALB,1990,GDP ,1183586816.0
260,ALB,1990,Fertility,2.9003
261,ALB,1990,tertiary_education,3.0
262,ALB,1991,Deaths,3075.0
263,ALB,1991,LifeExpectancy,73.4
264,ALB,1991,GDP ,645924544.0
265,ALB,1991,Fertility,2.8259
266,ALB,1992,Deaths,2890.0
267,ALB,1992,LifeExpectancy,73.7
268,ALB,1992,GDP ,404227616.0
269,ALB,1992,Fertility,2.767
270,ALB,1993,Deaths,2702.0
271,ALB,1993,LifeExpectancy,73.9
272,ALB,1993,GDP ,818824960.0
273,ALB,1993,Fertility,2.7071
274,ALB,1994,Deaths,2514.0
275,ALB,1994,LifeExpectancy,74.1
276,ALB,1994,GDP ,1297492864.0
277,ALB,1994,Fertility,2.7066
278,ALB,1995,Deaths,2326.0
279,ALB,1995,LifeExpectancy,74.4
280,ALB,1995,GDP ,1536327424.0
281,ALB,1995,Fertility,2.6849
282,ALB,1995,tertiary_education,3.17
283,ALB,1996,Deaths,2139.0
284,ALB,1996,LifeExpectancy,74.6
285,ALB,1996,GDP ,2124710528.0
286,ALB,1996,Fertility,2.6149
287,ALB,1997,Deaths,1955.0
288,ALB,1997,LifeExpectancy,73.9
289,ALB,1997,GDP ,1441513856.0
290,ALB,1997,Fertility,2.4971
291,ALB,1998,Deaths,1776.0
292,ALB,1998,LifeExpectancy,75.0
293,ALB,1998,GDP ,1634626304.0
294,ALB,1998,Fertility,2.3969
295,ALB,1999,Deaths,1607.0
296,ALB,1999,LifeExpectancy,75.2
297,ALB,1999,GenderInequality,0.33
298,ALB,1999,GDP ,2110516992.0
299,ALB,1999,Fertility,2.3176
300,ALB,2000,Deaths,1449.0
301,ALB,2000,LifeExpectancy,75.4
302,ALB,2000,GenderInequality,0.319
303,ALB,2000,GDP ,2400530432.0
304,ALB,2000,Fertility,2.231
305,ALB,2000,tertiary_education,3.51
306,ALB,2001,Deaths,1302.0
307,ALB,2001,LifeExpectancy,75.6
308,ALB,2001,GenderInequality,0.282
309,ALB,2001,GDP ,2820826368.0
310,ALB,2001,Fertility,2.1503
311,ALB,2002,Deaths,1166.0
312,ALB,2002,LifeExpectancy,75.9
313,ALB,2002,GenderInequality,0.297
314,ALB,2002,GDP ,2959186432.0
315,ALB,2002,Fertility,2.0359
316,ALB,2003,Deaths,1038.0
317,ALB,2003,LifeExpectancy,76.1
318,ALB,2003,GenderInequality,0.305
319,ALB,2003,GDP ,3519843584.0
320,ALB,2003,Fertility,1.9776
321,ALB,2004,Deaths,921.0
322,ALB,2004,LifeExpectancy,76.4
323,ALB,2004,GenderInequality,0.301
324,ALB,2004,GDP ,3995233024.0
325,ALB,2004,Fertility,1.8898
326,ALB,2005,Deaths,815.0
327,ALB,2005,LifeExpectancy,76.6
328,ALB,2005,GenderInequality,0.306
329,ALB,2005,GDP ,4487185408.0
330,ALB,2005,Fertility,1.8026
331,ALB,2005,tertiary_education,2.35
332,ALB,2006,Deaths,723.0
333,ALB,2006,LifeExpectancy,76.8
334,ALB,2006,GenderInequality,0.285
335,ALB,2006,GDP ,4887384064.0
336,ALB,2006,Fertility,1.7242
337,ALB,2007,Deaths,644.0
338,ALB,2007,LifeExpectancy,77.5
339,ALB,2007,GenderInequality,0.286
340,ALB,2007,GDP ,5348066304.0
341,ALB,2007,Fertility,1.6709
342,ALB,2008,Deaths,577.0
343,ALB,2008,LifeExpectancy,77.7
344,ALB,2008,GenderInequality,0.293
345,ALB,2008,GDP ,7007017984.0
346,ALB,2008,Fertility,1.648
347,ALB,2009,Deaths,520.0
348,ALB,2009,LifeExpectancy,77.8
349,ALB,2009,GenderInequality,0.242
350,ALB,2009,GDP ,7731409408.0
351,ALB,2009,Fertility,1.6474
352,ALB,2010,Deaths,473.0
353,ALB,2010,LifeExpectancy,77.9
354,ALB,2010,GenderInequality,0.246
355,ALB,2010,GDP ,7718873600.0
356,ALB,2010,Fertility,1.6564
357,ALB,2010,tertiary_education,0.93
358,ALB,2011,Deaths,432.0
359,ALB,2011,LifeExpectancy,78.1
360,ALB,2011,GenderInequality,0.252
361,ALB,2011,GDP ,8045718528.0
362,ALB,2011,Fertility,1.6713
363,ALB,2012,Deaths,398.0
364,ALB,2012,LifeExpectancy,78.1
365,ALB,2012,GenderInequality,0.235
366,ALB,2012,GDP ,7799002624.0
367,ALB,2012,Fertility,1.6919
368,ALB,2013,Deaths,372.0
369,ALB,2013,LifeExpectancy,78.1
370,ALB,2013,GenderInequality,0.225
371,ALB,2013,GDP ,8175526400.0
372,ALB,2013,Fertility,1.6967
373,ALB,2014,Deaths,352.0
374,ALB,2014,LifeExpectancy,78.4
375,ALB,2014,GenderInequality,0.219
376,ALB,2014,GDP ,8069416960.0
377,ALB,2014,Fertility,1.6745
378,ALB,2015,Deaths,339.0
379,ALB,2015,LifeExpectancy,78.6
380,ALB,2015,GenderInequality,0.204
381,ALB,2015,Fertility,1.613
382,ALB,2016,Deaths,331.0
383,ALB,2016,LifeExpectancy,78.9
384,ALB,2016,GenderInequality,0.191
385,ALB,2016,Fertility,1.5505
386,ALB,2017,Deaths,327.0
387,ALB,2017,LifeExpectancy,79.0
388,ALB,2017,GenderInequality,0.17
389,ALB,2017,Fertility,1.4909
390,ALB,2018,Deaths,326.0
391,ALB,2018,LifeExpectancy,79.2
392,ALB,2018,GenderInequality,0.164
393,ALB,2018,Fertility,1.4402
394,ALB,2019,Deaths,327.0
395,ALB,2019,LifeExpectancy,79.3
396,ALB,2019,GenderInequality,0.156
397,ALB,2019,Fertility,1.4142
398,ALB,2020,Deaths,327.0
399,ALB,2020,LifeExpectancy,77.0
400,ALB,2020,GenderInequality,0.156
401,ALB,2020,Fertility,1.3996
402,DZA,1961,Deaths,129161.0
403,DZA,1961,LifeExpectancy,40.5
404,DZA,1961,GDP ,869560000.0
405,DZA,1961,Fertility,7.5635
406,DZA,1962,Deaths,132519.0
407,DZA,1962,LifeExpectancy,39.3
408,DZA,1962,GDP ,714807744.0
409,DZA,1962,Fertility,7.6067
410,DZA,1963,Deaths,136071.0
411,DZA,1963,LifeExpectancy,42.9
412,DZA,1963,GDP ,965358976.0
413,DZA,1963,Fertility,7.6493
414,DZA,1964,Deaths,139606.0
415,DZA,1964,LifeExpectancy,42.8
416,DZA,1964,GDP ,1039050496.0
417,DZA,1964,Fertility,7.6734
418,DZA,1965,Deaths,143163.0
419,DZA,1965,LifeExpectancy,42.7
420,DZA,1965,GDP ,1120102016.0
421,DZA,1965,Fertility,7.679
422,DZA,1966,Deaths,146501.0
423,DZA,1966,LifeExpectancy,42.5
424,DZA,1966,GDP ,1085664512.0
425,DZA,1966,Fertility,7.672
426,DZA,1967,Deaths,149497.0
427,DZA,1967,LifeExpectancy,42.6
428,DZA,1967,GDP ,1220602240.0
429,DZA,1967,Fertility,7.6669
430,DZA,1968,Deaths,151895.0
431,DZA,1968,LifeExpectancy,42.6
432,DZA,1968,GDP ,1605062656.0
433,DZA,1968,Fertility,7.6547
434,DZA,1969,Deaths,153717.0
435,DZA,1969,LifeExpectancy,42.8
436,DZA,1969,GDP ,1773857024.0
437,DZA,1969,Fertility,7.6531
438,DZA,1970,Deaths,154817.0
439,DZA,1970,LifeExpectancy,43.2
440,DZA,1970,GDP ,2026454784.0
441,DZA,1970,Fertility,7.6351
442,DZA,1970,tertiary_education,0.18
443,DZA,1971,Deaths,155097.0
444,DZA,1971,LifeExpectancy,43.7
445,DZA,1971,GDP ,2086332160.0
446,DZA,1971,Fertility,7.6003
447,DZA,1972,Deaths,154633.0
448,DZA,1972,LifeExpectancy,44.3
449,DZA,1972,GDP ,2707351552.0
450,DZA,1972,Fertility,7.5457
451,DZA,1973,Deaths,153285.0
452,DZA,1973,LifeExpectancy,45.1
453,DZA,1973,GDP ,3557253632.0
454,DZA,1973,Fertility,7.4915
455,DZA,1974,Deaths,151269.0
456,DZA,1974,LifeExpectancy,46.0
457,DZA,1974,GDP ,5650534400.0
458,DZA,1974,Fertility,7.4399
459,DZA,1975,Deaths,148360.0
460,DZA,1975,LifeExpectancy,47.0
461,DZA,1975,GDP ,7032824320.0
462,DZA,1975,Fertility,7.3725
463,DZA,1975,tertiary_education,0.38
464,DZA,1976,Deaths,144785.0
465,DZA,1976,LifeExpectancy,48.0
466,DZA,1976,GDP ,9866002432.0
467,DZA,1976,Fertility,7.3059
468,DZA,1977,Deaths,140500.0
469,DZA,1977,LifeExpectancy,49.2
470,DZA,1977,GDP ,12022603776.0
471,DZA,1977,Fertility,7.2302
472,DZA,1978,Deaths,135358.0
473,DZA,1978,LifeExpectancy,50.4
474,DZA,1978,GDP ,13749214208.0
475,DZA,1978,Fertility,7.1404
476,DZA,1979,Deaths,129019.0
477,DZA,1979,LifeExpectancy,51.8
478,DZA,1979,GDP ,15696911360.0
479,DZA,1979,Fertility,7.0594
480,DZA,1980,Deaths,120760.0
481,DZA,1980,LifeExpectancy,53.3
482,DZA,1980,GDP ,18220959744.0
483,DZA,1980,Fertility,6.9524
484,DZA,1980,tertiary_education,0.77
485,DZA,1981,Deaths,110334.0
486,DZA,1981,LifeExpectancy,55.3
487,DZA,1981,GDP ,22069716992.0
488,DZA,1981,Fertility,6.8079
489,DZA,1982,Deaths,98282.0
490,DZA,1982,LifeExpectancy,57.4
491,DZA,1982,GDP ,25878663168.0
492,DZA,1982,Fertility,6.6351
493,DZA,1983,Deaths,85514.0
494,DZA,1983,LifeExpectancy,59.5
495,DZA,1983,GDP ,32195487744.0
496,DZA,1983,Fertility,6.4357
497,DZA,1984,Deaths,73211.0
498,DZA,1984,LifeExpectancy,61.7
499,DZA,1984,GDP ,40370741248.0
500,DZA,1984,Fertility,6.2194
501,DZA,1985,Deaths,62809.0
502,DZA,1985,LifeExpectancy,63.6
503,DZA,1985,GDP ,45147848704.0
504,DZA,1985,Fertility,5.9748
505,DZA,1985,tertiary_education,1.34
506,DZA,1986,Deaths,54965.0
507,DZA,1986,LifeExpectancy,65.2
508,DZA,1986,GDP ,43453423616.0
509,DZA,1986,Fertility,5.6251
510,DZA,1987,Deaths,49355.0
511,DZA,1987,LifeExpectancy,65.8
512,DZA,1987,GDP ,40841392128.0
513,DZA,1987,Fertility,5.3268
514,DZA,1988,Deaths,45418.0
515,DZA,1988,LifeExpectancy,67.0
516,DZA,1988,GDP ,33218101248.0
517,DZA,1988,Fertility,5.0594
518,DZA,1989,Deaths,42732.0
519,DZA,1989,LifeExpectancy,67.1
520,DZA,1989,GDP ,34000461824.0
521,DZA,1989,Fertility,4.8261
522,DZA,1990,Deaths,40736.0
523,DZA,1990,LifeExpectancy,67.4
524,DZA,1990,GenderInequality,0.7
525,DZA,1990,GDP ,34942369792.0
526,DZA,1990,Fertility,4.5564
527,DZA,1990,tertiary_education,1.97
528,DZA,1991,Deaths,39022.0
529,DZA,1991,LifeExpectancy,67.7
530,DZA,1991,GenderInequality,0.698
531,DZA,1991,GDP ,25921298432.0
532,DZA,1991,Fertility,4.3857
533,DZA,1992,Deaths,37340.0
534,DZA,1992,LifeExpectancy,67.8
535,DZA,1992,GenderInequality,0.694
536,DZA,1992,GDP ,27351029760.0
537,DZA,1992,Fertility,4.2573
538,DZA,1993,Deaths,35572.0
539,DZA,1993,LifeExpectancy,67.7
540,DZA,1993,GenderInequality,0.689
541,DZA,1993,GDP ,33302149120.0
542,DZA,1993,Fertility,4.0589
543,DZA,1994,Deaths,33628.0
544,DZA,1994,LifeExpectancy,67.4
545,DZA,1994,GenderInequality,0.685
546,DZA,1994,GDP ,27798464512.0
547,DZA,1994,Fertility,3.8457
548,DZA,1995,Deaths,31664.0
549,DZA,1995,LifeExpectancy,67.5
550,DZA,1995,GenderInequality,0.675
551,DZA,1995,GDP ,26464544768.0
552,DZA,1995,Fertility,3.4563
553,DZA,1995,tertiary_education,2.53
554,DZA,1996,Deaths,29772.0
555,DZA,1996,LifeExpectancy,68.7
556,DZA,1996,GenderInequality,0.662
557,DZA,1996,GDP ,30087528448.0
558,DZA,1996,Fertility,3.1359
559,DZA,1997,Deaths,28030.0
560,DZA,1997,LifeExpectancy,69.2
561,DZA,1997,GenderInequality,0.648
562,DZA,1997,GDP ,29428772864.0
563,DZA,1997,Fertility,2.8973
564,DZA,1998,Deaths,26560.0
565,DZA,1998,LifeExpectancy,69.5
566,DZA,1998,GenderInequality,0.624
567,DZA,1998,GDP ,29096919040.0
568,DZA,1998,Fertility,2.7119
569,DZA,1999,Deaths,25383.0
570,DZA,1999,LifeExpectancy,70.0
571,DZA,1999,GenderInequality,0.611
572,DZA,1999,GDP ,30062669824.0
573,DZA,1999,Fertility,2.6244
574,DZA,2000,Deaths,24432.0
575,DZA,2000,LifeExpectancy,70.5
576,DZA,2000,GenderInequality,0.598
577,DZA,2000,GDP ,36212449280.0
578,DZA,2000,Fertility,2.5655
579,DZA,2000,tertiary_education,3.4
580,DZA,2001,Deaths,23656.0
581,DZA,2001,LifeExpectancy,70.8
582,DZA,2001,GenderInequality,0.59
583,DZA,2001,GDP ,38028689408.0
584,DZA,2001,Fertility,2.5069
585,DZA,2002,Deaths,23050.0
586,DZA,2002,LifeExpectancy,71.2
587,DZA,2002,GenderInequality,0.56
588,DZA,2002,GDP ,37871767552.0
589,DZA,2002,Fertility,2.4563
590,DZA,2003,Deaths,22627.0
591,DZA,2003,LifeExpectancy,71.3
592,DZA,2003,GenderInequality,0.557
593,DZA,2003,GDP ,41564696576.0
594,DZA,2003,Fertility,2.4812
595,DZA,2004,Deaths,22390.0
596,DZA,2004,LifeExpectancy,71.8
597,DZA,2004,GenderInequality,0.556
598,DZA,2004,GDP ,46602809344.0
599,DZA,2004,Fertility,2.5124
600,DZA,2005,Deaths,22328.0
601,DZA,2005,LifeExpectancy,72.1
602,DZA,2005,GenderInequality,0.551
603,DZA,2005,GDP ,56758816768.0
604,DZA,2005,Fertility,2.5546
605,DZA,2005,tertiary_education,3.78
606,DZA,2006,Deaths,22419.0
607,DZA,2006,LifeExpectancy,72.3
608,DZA,2006,GenderInequality,0.545
609,DZA,2006,GDP ,63602823168.0
610,DZA,2006,Fertility,2.6039
611,DZA,2007,Deaths,22612.0
612,DZA,2007,LifeExpectancy,72.6
613,DZA,2007,GenderInequality,0.529
614,DZA,2007,GDP ,67457769472.0
615,DZA,2007,Fertility,2.6766
616,DZA,2008,Deaths,22841.0
617,DZA,2008,LifeExpectancy,72.9
618,DZA,2008,GenderInequality,0.523
619,DZA,2008,GDP ,93018562560.0
620,DZA,2008,Fertility,2.7532
621,DZA,2009,Deaths,23081.0
622,DZA,2009,LifeExpectancy,73.6
623,DZA,2009,GenderInequality,0.518
624,DZA,2009,GDP ,88078376960.0
625,DZA,2009,Fertility,2.8127
626,DZA,2010,Deaths,23336.0
627,DZA,2010,LifeExpectancy,73.8
628,DZA,2010,GenderInequality,0.519
629,DZA,2010,GDP ,104329961472.0
630,DZA,2010,Fertility,2.8434
631,DZA,2010,tertiary_education,6.66
632,DZA,2011,Deaths,23643.0
633,DZA,2011,LifeExpectancy,74.1
634,DZA,2011,GenderInequality,0.516
635,DZA,2011,GDP ,124836339712.0
636,DZA,2011,Fertility,2.88
637,DZA,2012,Deaths,24003.0
638,DZA,2012,LifeExpectancy,74.2
639,DZA,2012,GenderInequality,0.437
640,DZA,2012,GDP ,132336820224.0
641,DZA,2012,Fertility,2.9557
642,DZA,2013,Deaths,24399.0
643,DZA,2013,LifeExpectancy,74.6
644,DZA,2013,GenderInequality,0.438
645,DZA,2013,GDP ,134139174912.0
646,DZA,2013,Fertility,2.9568
647,DZA,2014,Deaths,24770.0
648,DZA,2014,LifeExpectancy,75.1
649,DZA,2014,GenderInequality,0.439
650,DZA,2014,GDP ,129761583104.0
651,DZA,2014,Fertility,3.0037
652,DZA,2015,Deaths,25012.0
653,DZA,2015,LifeExpectancy,75.6
654,DZA,2015,GenderInequality,0.429
655,DZA,2015,Fertility,3.0414
656,DZA,2016,Deaths,25016.0
657,DZA,2016,LifeExpectancy,75.7
658,DZA,2016,GenderInequality,0.428
659,DZA,2016,Fertility,3.0506
660,DZA,2017,Deaths,24755.0
661,DZA,2017,LifeExpectancy,75.7
662,DZA,2017,GenderInequality,0.44
663,DZA,2017,Fertility,3.0496
664,DZA,2018,Deaths,24277.0
665,DZA,2018,LifeExpectancy,76.1
666,DZA,2018,GenderInequality,0.439
667,DZA,2018,Fertility,3.0233
668,DZA,2019,Deaths,23600.0
669,DZA,2019,LifeExpectancy,76.5
670,DZA,2019,GenderInequality,0.437
671,DZA,2019,Fertility,2.9881
672,DZA,2020,Deaths,22755.0
673,DZA,2020,LifeExpectancy,74.5
674,DZA,2020,GenderInequality,0.44
675,DZA,2020,Fertility,2.9419
676,AND,1990,Deaths,10.0
677,AND,1990,LifeExpectancy,78.4
678,AND,1990,GDP ,579503168.0
679,AND,1990,Fertility,1.25
680,AND,1991,Deaths,10.0
681,AND,1991,LifeExpectancy,78.0
682,AND,1991,GDP ,627623808.0
683,AND,1991,Fertility,1.3094
684,AND,1992,Deaths,9.0
685,AND,1992,LifeExpectancy,80.3
686,AND,1992,GDP ,689422336.0
687,AND,1992,Fertility,1.3517
688,AND,1993,Deaths,9.0
689,AND,1993,LifeExpectancy,78.7
690,AND,1993,GDP ,671484928.0
691,AND,1993,Fertility,1.2597
692,AND,1994,Deaths,8.0
693,AND,1994,LifeExpectancy,82.6
694,AND,1994,GDP ,664891200.0
