,Code,Year,Indicator,Real value,Lower value,Upper value
107,ARM,2000,GDP ,1263411712.0,-884343296.0,4843003392.0
108,ARM,2005,GDP ,2695248384.0,-884343296.0,4843003392.0
109,ARM,2010,GDP ,5993061888.0,-884343296.0,4843003392.0
110,ARM,1990,Fertility,2.7128,0.7673500000000002,2.82775
111,ARM,1995,Fertility,2.0551,0.7673500000000002,2.82775
112,ARM,2000,Fertility,1.6029,0.7673500000000002,2.82775
113,ARM,2005,Fertility,1.54,0.7673500000000002,2.82775
114,ARM,2010,Fertility,1.501,0.7673500000000002,2.82775
115,ARM,1990,tertiary_education,10.04,7.9350000000000005,13.655
116,ARM,1995,tertiary_education,10.47,7.9350000000000005,13.655
117,ARM,2000,tertiary_education,10.08,7.9350000000000005,13.655
118,ARM,2005,tertiary_education,11.51,7.9350000000000005,13.655
119,ARM,2010,tertiary_education,15.03,7.9350000000000005,13.655
120,AUS,1990,Deaths,2307.0,1090.0,2210.0
121,AUS,1995,Deaths,1790.0,1090.0,2210.0
122,AUS,2000,Deaths,1530.0,1090.0,2210.0
123,AUS,2005,Deaths,1510.0,1090.0,2210.0
124,AUS,2010,Deaths,1419.0,1090.0,2210.0
125,AUS,1990,LifeExpectancy,77.0,74.1,85.29999999999998
126,AUS,1995,LifeExpectancy,78.3,74.1,85.29999999999998
127,AUS,2000,LifeExpectancy,79.6,74.1,85.29999999999998
128,AUS,2005,LifeExpectancy,81.1,74.1,85.29999999999998
129,AUS,2010,LifeExpectancy,82.1,74.1,85.29999999999998
130,AUS,1990,GenderInequality,0.185,0.07600000000000004,0.23599999999999996
131,AUS,1995,GenderInequality,0.176,0.07600000000000004,0.23599999999999996
132,AUS,2000,GenderInequality,0.151,0.07600000000000004,0.23599999999999996
133,AUS,2005,GenderInequality,0.135,0.07600000000000004,0.23599999999999996
134,AUS,2010,GenderInequality,0.136,0.07600000000000004,0.23599999999999996
135,AUS,1990,GDP ,175122694144.0,11108884480.0,603238899712.0
136,AUS,1995,GDP ,233157640192.0,11108884480.0,603238899712.0
137,AUS,2000,GDP ,274254610432.0,11108884480.0,603238899712.0
138,AUS,2005,GDP ,381190144000.0,11108884480.0,603238899712.0
139,AUS,2010,GDP ,739240574976.0,11108884480.0,603238899712.0
140,AUS,1990,Fertility,1.9017,1.72545,2.00745
141,AUS,1995,Fertility,1.8312,1.72545,2.00745
142,AUS,2000,Fertility,1.7701,1.72545,2.00745
143,AUS,2005,Fertility,1.8441,1.72545,2.00745
144,AUS,2010,Fertility,1.9501,1.72545,2.00745
145,AUS,1990,tertiary_education,13.9,10.945000000000002,18.824999999999996
146,AUS,1995,tertiary_education,15.87,10.945000000000002,18.824999999999996
147,AUS,2000,tertiary_education,13.15,10.945000000000002,18.824999999999996
148,AUS,2005,tertiary_education,15.63,10.945000000000002,18.824999999999996
149,AUS,2010,tertiary_education,18.52,10.945000000000002,18.824999999999996
150,AUT,1990,Deaths,840.0,44.0,940.0
151,AUT,1995,Deaths,604.0,44.0,940.0
152,AUT,2000,Deaths,449.0,44.0,940.0
153,AUT,2005,Deaths,380.0,44.0,940.0
154,AUT,2010,Deaths,338.0,44.0,940.0
155,AUT,1990,LifeExpectancy,75.7,72.75,83.55000000000001
156,AUT,1995,LifeExpectancy,76.8,72.75,83.55000000000001
157,AUT,2000,LifeExpectancy,78.2,72.75,83.55000000000001
158,AUT,2005,LifeExpectancy,79.5,72.75,83.55000000000001
159,AUT,2010,LifeExpectancy,80.5,72.75,83.55000000000001
160,AUT,1990,GenderInequality,0.202,0.04749999999999997,0.24350000000000005
161,AUT,1995,GenderInequality,0.17,0.04749999999999997,0.24350000000000005
162,AUT,2000,GenderInequality,0.149,0.04749999999999997,0.24350000000000005
163,AUT,2005,GenderInequality,0.121,0.04749999999999997,0.24350000000000005
164,AUT,2010,GenderInequality,0.111,0.04749999999999997,0.24350000000000005
165,AUT,1990,GDP ,93522509824.0,64968523776.0,237908983808.0
166,AUT,1995,GDP ,152370298880.0,64968523776.0,237908983808.0
167,AUT,2000,GDP ,129821196288.0,64968523776.0,237908983808.0
168,AUT,2005,GDP ,173056311296.0,64968523776.0,237908983808.0
169,AUT,2010,GDP ,252551954432.0,64968523776.0,237908983808.0
170,AUT,1990,Fertility,1.4596,1.3651499999999999,1.47755
171,AUT,1995,Fertility,1.4354,1.3651499999999999,1.47755
172,AUT,2000,Fertility,1.3583,1.3651499999999999,1.47755
173,AUT,2005,Fertility,1.4073,1.3651499999999999,1.47755
174,AUT,2010,Fertility,1.4352,1.3651499999999999,1.47755
175,AUT,1990,tertiary_education,2.97,0.6200000000000001,12.86
176,AUT,1995,tertiary_education,5.21,0.6200000000000001,12.86
177,AUT,2000,tertiary_education,7.06,0.6200000000000001,12.86
178,AUT,2005,tertiary_education,8.27,0.6200000000000001,12.86
179,AUT,2010,tertiary_education,9.37,0.6200000000000001,12.86
180,BGD,1990,Deaths,521088.0,-66540.5,687631.5
181,BGD,1995,Deaths,404817.0,-66540.5,687631.5
182,BGD,2000,Deaths,300051.0,-66540.5,687631.5
183,BGD,2005,Deaths,216274.0,-66540.5,687631.5
184,BGD,2010,Deaths,154269.0,-66540.5,687631.5
185,BGD,1990,LifeExpectancy,56.0,47.800000000000004,79.0
186,BGD,1995,LifeExpectancy,59.5,47.800000000000004,79.0
187,BGD,2000,LifeExpectancy,65.8,47.800000000000004,79.0
188,BGD,2005,LifeExpectancy,67.3,47.800000000000004,79.0
189,BGD,2010,LifeExpectancy,68.6,47.800000000000004,79.0
190,BGD,1990,GenderInequality,0.73,0.548,0.8039999999999998
191,BGD,1995,GenderInequality,0.708,0.548,0.8039999999999998
192,BGD,2000,GenderInequality,0.689,0.548,0.8039999999999998
193,BGD,2005,GenderInequality,0.644,0.548,0.8039999999999998
194,BGD,2010,GenderInequality,0.607,0.548,0.8039999999999998
195,BGD,1990,GDP ,17795459072.0,2812794880.0,59421890560.0
196,BGD,1995,GDP ,24041205760.0,2812794880.0,59421890560.0
197,BGD,2000,GDP ,35273744384.0,2812794880.0,59421890560.0
198,BGD,2005,GDP ,38193479680.0,2812794880.0,59421890560.0
199,BGD,2010,GDP ,74606198784.0,2812794880.0,59421890560.0
200,BGD,1990,Fertility,4.4794,1.6128499999999992,4.8004500000000005
201,BGD,1995,Fertility,3.6051,1.6128499999999992,4.8004500000000005
202,BGD,2000,Fertility,3.2178,1.6128499999999992,4.8004500000000005
203,BGD,2005,Fertility,2.8082,1.6128499999999992,4.8004500000000005
204,BGD,2010,Fertility,2.3395,1.6128499999999992,4.8004500000000005
205,BGD,1990,tertiary_education,1.44,1.7600000000000002,2.32
206,BGD,1995,tertiary_education,1.97,1.7600000000000002,2.32
207,BGD,2000,tertiary_education,1.98,1.7600000000000002,2.32
208,BGD,2005,tertiary_education,2.11,1.7600000000000002,2.32
209,BGD,2010,tertiary_education,2.28,1.7600000000000002,2.32
210,BRB,1990,Deaths,76.0,52.5,64.5
211,BRB,1995,Deaths,60.0,52.5,64.5
212,BRB,2000,Deaths,57.0,52.5,64.5
213,BRB,2005,Deaths,57.0,52.5,64.5
214,BRB,2010,Deaths,50.0,52.5,64.5
215,BRB,1990,LifeExpectancy,72.8,70.89999999999998,77.30000000000001
216,BRB,1995,LifeExpectancy,73.3,70.89999999999998,77.30000000000001
217,BRB,2000,LifeExpectancy,74.1,70.89999999999998,77.30000000000001
218,BRB,2005,LifeExpectancy,74.9,70.89999999999998,77.30000000000001
219,BRB,2010,LifeExpectancy,75.7,70.89999999999998,77.30000000000001
220,BRB,1990,GenderInequality,0.407,0.26850000000000007,0.4645
221,BRB,1995,GenderInequality,0.391,0.26850000000000007,0.4645
222,BRB,2000,GenderInequality,0.361,0.26850000000000007,0.4645
223,BRB,2005,GenderInequality,0.342,0.26850000000000007,0.4645
224,BRB,2010,GenderInequality,0.32,0.26850000000000007,0.4645
225,BRB,1990,GDP ,1133186048.0,368312512.0,3208799936.0
226,BRB,1995,GDP ,1433495296.0,368312512.0,3208799936.0
227,BRB,2000,GDP ,2063096064.0,368312512.0,3208799936.0
228,BRB,2005,GDP ,2143617152.0,368312512.0,3208799936.0
229,BRB,2010,GDP ,2877034240.0,368312512.0,3208799936.0
230,BRB,1990,Fertility,1.7399,1.6554500000000003,1.8462499999999997
231,BRB,1995,Fertility,1.727,1.6554500000000003,1.8462499999999997
232,BRB,2000,Fertility,1.7747,1.6554500000000003,1.8462499999999997
233,BRB,2005,Fertility,1.7883,1.6554500000000003,1.8462499999999997
234,BRB,2010,Fertility,1.6872,1.6554500000000003,1.8462499999999997
235,BRB,1990,tertiary_education,2.07,0.7200000000000003,2.8799999999999994
236,BRB,1995,tertiary_education,1.56,0.7200000000000003,2.8799999999999994
237,BRB,2000,tertiary_education,0.66,0.7200000000000003,2.8799999999999994
238,BRB,2005,tertiary_education,1.53,0.7200000000000003,2.8799999999999994
239,BRB,2010,tertiary_education,2.07,0.7200000000000003,2.8799999999999994
240,BEL,1990,Deaths,1194.0,102.5,1386.5
241,BEL,1995,Deaths,905.0,102.5,1386.5
242,BEL,2000,Deaths,663.0,102.5,1386.5
243,BEL,2005,Deaths,584.0,102.5,1386.5
244,BEL,2010,Deaths,560.0,102.5,1386.5
245,BEL,1990,LifeExpectancy,76.1,73.35,82.54999999999998
246,BEL,1995,LifeExpectancy,76.8,73.35,82.54999999999998
247,BEL,2000,LifeExpectancy,77.8,73.35,82.54999999999998
248,BEL,2005,LifeExpectancy,79.1,73.35,82.54999999999998
249,BEL,2010,LifeExpectancy,80.0,73.35,82.54999999999998
250,BEL,1990,GenderInequality,0.18,0.018999999999999975,0.24300000000000002
251,BEL,1995,GenderInequality,0.159,0.018999999999999975,0.24300000000000002
252,BEL,2000,GenderInequality,0.134,0.018999999999999975,0.24300000000000002
253,BEL,2005,GenderInequality,0.103,0.018999999999999975,0.24300000000000002
254,BEL,2010,GenderInequality,0.092,0.018999999999999975,0.24300000000000002
255,BEL,1990,GDP ,116257210368.0,73521061888.0,296768200704.0
256,BEL,1995,GDP ,183489724416.0,73521061888.0,296768200704.0
257,BEL,2000,GDP ,157238738944.0,73521061888.0,296768200704.0
258,BEL,2005,GDP ,213050523648.0,73521061888.0,296768200704.0
259,BEL,2010,GDP ,312961204224.0,73521061888.0,296768200704.0
260,BEL,1990,Fertility,1.6214,1.4137999999999997,1.9674
261,BEL,1995,Fertility,1.5632,1.4137999999999997,1.9674
262,BEL,2000,Fertility,1.664,1.4137999999999997,1.9674
263,BEL,2005,Fertility,1.7598,1.4137999999999997,1.9674
264,BEL,2010,Fertility,1.8577,1.4137999999999997,1.9674
265,BEL,1990,tertiary_education,12.98,12.544999999999998,17.785
266,BEL,1995,tertiary_education,14.51,12.544999999999998,17.785
267,BEL,2000,tertiary_education,14.95,12.544999999999998,17.785
268,BEL,2005,tertiary_education,15.82,12.544999999999998,17.785
269,BEL,2010,tertiary_education,17.69,12.544999999999998,17.785
270,BLZ,1990,Deaths,253.0,95.5,259.5
271,BLZ,1995,Deaths,198.0,95.5,259.5
272,BLZ,2000,Deaths,171.0,95.5,259.5
273,BLZ,2005,Deaths,157.0,95.5,259.5
274,BLZ,2010,Deaths,142.0,95.5,259.5
275,BLZ,1990,LifeExpectancy,70.7,67.45000000000002,72.65
276,BLZ,1995,LifeExpectancy,69.9,67.45000000000002,72.65
277,BLZ,2000,LifeExpectancy,68.6,67.45000000000002,72.65
278,BLZ,2005,LifeExpectancy,69.4,67.45000000000002,72.65
279,BLZ,2010,LifeExpectancy,72.3,67.45000000000002,72.65
280,BLZ,1990,GenderInequality,0.548,0.4044999999999999,0.6325000000000001
281,BLZ,1995,GenderInequality,0.547,0.4044999999999999,0.6325000000000001
282,BLZ,2000,GenderInequality,0.511,0.4044999999999999,0.6325000000000001
283,BLZ,2005,GenderInequality,0.49,0.4044999999999999,0.6325000000000001
284,BLZ,2010,GenderInequality,0.455,0.4044999999999999,0.6325000000000001
285,BLZ,1990,GDP ,232620240.0,63193920.0,942578496.0
286,BLZ,1995,GDP ,392963136.0,63193920.0,942578496.0
287,BLZ,2000,GDP ,549942464.0,63193920.0,942578496.0
288,BLZ,2005,GDP ,612809280.0,63193920.0,942578496.0
289,BLZ,2010,GDP ,904182528.0,63193920.0,942578496.0
290,BLZ,1990,Fertility,4.6984,1.8992000000000002,5.1776
291,BLZ,1995,Fertility,3.9482,1.8992000000000002,5.1776
292,BLZ,2000,Fertility,3.6339,1.8992000000000002,5.1776
293,BLZ,2005,Fertility,3.1286,1.8992000000000002,5.1776
294,BLZ,2010,Fertility,2.6056,1.8992000000000002,5.1776
295,BLZ,1990,tertiary_education,3.4,2.9000000000000004,3.6999999999999993
296,BLZ,1995,tertiary_education,3.43,2.9000000000000004,3.6999999999999993
297,BLZ,2000,tertiary_education,3.33,2.9000000000000004,3.6999999999999993
298,BLZ,2005,tertiary_education,3.2,2.9000000000000004,3.6999999999999993
299,BLZ,2010,tertiary_education,3.18,2.9000000000000004,3.6999999999999993
300,BOL,2000,Deaths,19063.0,5849.75,23123.75
301,BOL,2005,Deaths,14229.0,5849.75,23123.75
302,BOL,2010,Deaths,10426.0,5849.75,23123.75
303,BOL,2000,LifeExpectancy,62.3,60.42499999999998,68.22500000000002
304,BOL,2005,LifeExpectancy,64.4,60.42499999999998,68.22500000000002
305,BOL,2010,LifeExpectancy,66.2,60.42499999999998,68.22500000000002
306,BOL,2000,GenderInequality,0.589,0.43825000000000025,0.6442499999999998
307,BOL,2005,GenderInequality,0.545,0.43825000000000025,0.6442499999999998
308,BOL,2010,GenderInequality,0.486,0.43825000000000025,0.6442499999999998
309,BOL,2000,GDP ,5550440448.0,-197435008.0,14732277120.0
310,BOL,2005,GDP ,5251973632.0,-197435008.0,14732277120.0
311,BOL,2010,GDP ,12716829696.0,-197435008.0,14732277120.0
312,BOL,2000,Fertility,3.9906,2.8027499999999996,4.35755
313,BOL,2005,Fertility,3.5584,2.8027499999999996,4.35755
314,BOL,2010,Fertility,3.2132,2.8027499999999996,4.35755
315,BOL,2000,tertiary_education,5.27,3.8899999999999997,10.21
316,BOL,2005,tertiary_education,7.25,3.8899999999999997,10.21
317,BOL,2010,tertiary_education,8.43,3.8899999999999997,10.21
318,BWA,1990,Deaths,2160.0,1893.0,4261.0
319,BWA,1995,Deaths,2965.0,1893.0,4261.0
320,BWA,2000,Deaths,3786.0,1893.0,4261.0
321,BWA,2005,Deaths,3373.0,1893.0,4261.0
322,BWA,2010,Deaths,2781.0,1893.0,4261.0
323,BWA,1990,LifeExpectancy,60.5,41.5,71.1
324,BWA,1995,LifeExpectancy,55.1,41.5,71.1
325,BWA,2000,LifeExpectancy,51.0,41.5,71.1
326,BWA,2005,LifeExpectancy,52.6,41.5,71.1
327,BWA,2010,LifeExpectancy,60.0,41.5,71.1
328,BWA,1990,GenderInequality,0.589,0.45099999999999996,0.6270000000000001
329,BWA,1995,GenderInequality,0.561,0.45099999999999996,0.6270000000000001
330,BWA,2000,GenderInequality,0.517,0.45099999999999996,0.6270000000000001
331,BWA,2005,GenderInequality,0.521,0.45099999999999996,0.6270000000000001
332,BWA,2010,GenderInequality,0.511,0.45099999999999996,0.6270000000000001
333,BWA,1990,GDP ,2134799232.0,-699063936.0,9158804864.0
334,BWA,1995,GDP ,2997636864.0,-699063936.0,9158804864.0
335,BWA,2000,GDP ,3825686272.0,-699063936.0,9158804864.0
336,BWA,2005,GDP ,5462104064.0,-699063936.0,9158804864.0
337,BWA,2010,GDP ,8275259392.0,-699063936.0,9158804864.0
338,BWA,1990,Fertility,4.4865,1.9942499999999999,4.88825
339,BWA,1995,Fertility,3.803,1.9942499999999999,4.88825
340,BWA,2000,Fertility,3.3115,1.9942499999999999,4.88825
341,BWA,2005,Fertility,3.0795,1.9942499999999999,4.88825
342,BWA,2010,Fertility,3.023,1.9942499999999999,4.88825
343,BWA,1990,tertiary_education,1.52,1.475,2.155
344,BWA,1995,tertiary_education,1.9,1.475,2.155
345,BWA,2000,tertiary_education,1.73,1.475,2.155
346,BWA,2005,tertiary_education,1.79,1.475,2.155
347,BWA,2010,tertiary_education,2.02,1.475,2.155
348,BRA,1990,Deaths,233805.0,-59855.5,313956.5
349,BRA,1995,Deaths,173777.0,-59855.5,313956.5
350,BRA,2000,Deaths,122391.0,-59855.5,313956.5
351,BRA,2005,Deaths,80324.0,-59855.5,313956.5
352,BRA,2010,Deaths,56169.0,-59855.5,313956.5
353,BRA,1990,LifeExpectancy,66.0,62.05000000000002,77.64999999999998
354,BRA,1995,LifeExpectancy,67.9,62.05000000000002,77.64999999999998
355,BRA,2000,LifeExpectancy,69.7,62.05000000000002,77.64999999999998
356,BRA,2005,LifeExpectancy,71.8,62.05000000000002,77.64999999999998
357,BRA,2010,LifeExpectancy,73.2,62.05000000000002,77.64999999999998
358,BRA,1990,GenderInequality,0.552,0.3779999999999999,0.6260000000000001
359,BRA,1995,GenderInequality,0.533,0.3779999999999999,0.6260000000000001
360,BRA,2000,GenderInequality,0.507,0.3779999999999999,0.6260000000000001
361,BRA,2005,GenderInequality,0.471,0.3779999999999999,0.6260000000000001
362,BRA,2010,GenderInequality,0.45,0.3779999999999999,0.6260000000000001
363,BRA,1990,GDP ,260160618496.0,336214638592.0,594810650624.0
364,BRA,1995,GDP ,497837146112.0,336214638592.0,594810650624.0
365,BRA,2000,GDP ,433188143104.0,336214638592.0,594810650624.0
366,BRA,2005,GDP ,490394714112.0,336214638592.0,594810650624.0
367,BRA,2010,GDP ,1429535719424.0,336214638592.0,594810650624.0
368,BRA,1990,Fertility,2.9047,1.0663500000000004,3.4859499999999994
369,BRA,1995,Fertility,2.5786,1.0663500000000004,3.4859499999999994
370,BRA,2000,Fertility,2.2545,1.0663500000000004,3.4859499999999994
371,BRA,2005,Fertility,1.9737,1.0663500000000004,3.4859499999999994
372,BRA,2010,Fertility,1.8102,1.0663500000000004,3.4859499999999994
373,BRA,1990,tertiary_education,3.03,3.6550000000000002,3.7749999999999995
374,BRA,1995,tertiary_education,3.72,3.6550000000000002,3.7749999999999995
375,BRA,2000,tertiary_education,3.7,3.6550000000000002,3.7749999999999995
376,BRA,2005,tertiary_education,3.73,3.6550000000000002,3.7749999999999995
377,BRA,2010,tertiary_education,5.63,3.6550000000000002,3.7749999999999995
378,BGR,1990,Deaths,2005.0,-39.5,2564.5
379,BGR,1995,Deaths,1588.0,-39.5,2564.5
380,BGR,2000,Deaths,1162.0,-39.5,2564.5
381,BGR,2005,Deaths,937.0,-39.5,2564.5
382,BGR,2010,Deaths,798.0,-39.5,2564.5
383,BGR,1990,LifeExpectancy,71.4,69.60000000000002,74.39999999999998
384,BGR,1995,LifeExpectancy,71.0,69.60000000000002,74.39999999999998
385,BGR,2000,LifeExpectancy,71.6,69.60000000000002,74.39999999999998
386,BGR,2005,LifeExpectancy,72.6,69.60000000000002,74.39999999999998
387,BGR,2010,LifeExpectancy,73.8,69.60000000000002,74.39999999999998
388,BGR,1990,GenderInequality,0.368,0.10699999999999996,0.4830000000000001
389,BGR,1995,GenderInequality,0.342,0.10699999999999996,0.4830000000000001
390,BGR,2000,GenderInequality,0.322,0.10699999999999996,0.4830000000000001
391,BGR,2005,GenderInequality,0.248,0.10699999999999996,0.4830000000000001
392,BGR,2010,GenderInequality,0.24,0.10699999999999996,0.4830000000000001
393,BGR,1990,GDP ,11672576000.0,-2877815296.0,27969656320.0
394,BGR,1995,GDP ,8277873152.0,-2877815296.0,27969656320.0
395,BGR,2000,GDP ,8689986560.0,-2877815296.0,27969656320.0
396,BGR,2005,GDP ,16401854464.0,-2877815296.0,27969656320.0
397,BGR,2010,GDP ,32319582208.0,-2877815296.0,27969656320.0
398,BGR,1990,Fertility,1.8099,0.7953499999999999,2.03655
399,BGR,1995,Fertility,1.2401,0.7953499999999999,2.03655
400,BGR,2000,Fertility,1.2608,0.7953499999999999,2.03655
401,BGR,2005,Fertility,1.3657,0.7953499999999999,2.03655
402,BGR,2010,Fertility,1.5711,0.7953499999999999,2.03655
403,BGR,1990,tertiary_education,8.11,5.485,15.524999999999999
404,BGR,1995,tertiary_education,9.25,5.485,15.524999999999999
405,BGR,2000,tertiary_education,9.79,5.485,15.524999999999999
406,BGR,2005,tertiary_education,11.76,5.485,15.524999999999999
407,BGR,2010,tertiary_education,13.07,5.485,15.524999999999999
408,BDI,2000,Deaths,41890.0,27706.0,46982.0
409,BDI,2005,Deaths,37617.0,27706.0,46982.0
410,BDI,2010,Deaths,32252.0,27706.0,46982.0
411,BDI,2000,LifeExpectancy,47.5,43.050000000000004,62.24999999999999
412,BDI,2005,LifeExpectancy,53.0,43.050000000000004,62.24999999999999
413,BDI,2010,LifeExpectancy,57.1,43.050000000000004,62.24999999999999
