,Code,Year,Indicator,Value
224,BRB,2000,GenderInequality,0.361
225,BRB,2000,GDP ,2063096064.0
226,BRB,2000,Fertility,1.7747
227,BRB,2000,tertiary_education,0.66
228,BRB,2005,Deaths,57.0
229,BRB,2005,LifeExpectancy,74.9
230,BRB,2005,GenderInequality,0.342
231,BRB,2005,GDP ,2143617152.0
232,BRB,2005,Fertility,1.7883
233,BRB,2005,tertiary_education,1.53
234,BRB,2010,Deaths,50.0
235,BRB,2010,LifeExpectancy,75.7
236,BRB,2010,GenderInequality,0.32
237,BRB,2010,GDP ,2877034240.0
238,BRB,2010,Fertility,1.6872
239,BRB,2010,tertiary_education,2.07
240,BEL,1990,Deaths,1194.0
241,BEL,1990,LifeExpectancy,76.1
242,BEL,1990,GenderInequality,0.18
243,BEL,1990,GDP ,116257210368.0
244,BEL,1990,Fertility,1.6214
245,BEL,1990,tertiary_education,12.98
246,BEL,1995,Deaths,905.0
247,BEL,1995,LifeExpectancy,76.8
248,BEL,1995,GenderInequality,0.159
249,BEL,1995,GDP ,183489724416.0
250,BEL,1995,Fertility,1.5632
251,BEL,1995,tertiary_education,14.51
252,BEL,2000,Deaths,663.0
253,BEL,2000,LifeExpectancy,77.8
254,BEL,2000,GenderInequality,0.134
255,BEL,2000,GDP ,157238738944.0
256,BEL,2000,Fertility,1.664
257,BEL,2000,tertiary_education,14.95
258,BEL,2005,Deaths,584.0
259,BEL,2005,LifeExpectancy,79.1
260,BEL,2005,GenderInequality,0.103
261,BEL,2005,GDP ,213050523648.0
262,BEL,2005,Fertility,1.7598
263,BEL,2005,tertiary_education,15.82
264,BEL,2010,Deaths,560.0
265,BEL,2010,LifeExpectancy,80.0
266,BEL,2010,GenderInequality,0.092
267,BEL,2010,GDP ,312961204224.0
268,BEL,2010,Fertility,1.8577
269,BEL,2010,tertiary_education,17.69
270,BLZ,1990,Deaths,253.0
271,BLZ,1990,LifeExpectancy,70.7
272,BLZ,1990,GenderInequality,0.548
273,BLZ,1990,GDP ,232620240.0
274,BLZ,1990,Fertility,4.6984
275,BLZ,1990,tertiary_education,3.4
276,BLZ,1995,Deaths,198.0
277,BLZ,1995,LifeExpectancy,69.9
278,BLZ,1995,GenderInequality,0.547
279,BLZ,1995,GDP ,392963136.0
280,BLZ,1995,Fertility,3.9482
281,BLZ,1995,tertiary_education,3.43
282,BLZ,2000,Deaths,171.0
283,BLZ,2000,LifeExpectancy,68.6
284,BLZ,2000,GenderInequality,0.511
285,BLZ,2000,GDP ,549942464.0
286,BLZ,2000,Fertility,3.6339
287,BLZ,2000,tertiary_education,3.33
288,BLZ,2005,Deaths,157.0
289,BLZ,2005,LifeExpectancy,69.4
290,BLZ,2005,GenderInequality,0.49
291,BLZ,2005,GDP ,612809280.0
292,BLZ,2005,Fertility,3.1286
293,BLZ,2005,tertiary_education,3.2
294,BLZ,2010,Deaths,142.0
295,BLZ,2010,LifeExpectancy,72.3
296,BLZ,2010,GenderInequality,0.455
297,BLZ,2010,GDP ,904182528.0
298,BLZ,2010,Fertility,2.6056
299,BLZ,2010,tertiary_education,3.18
300,BOL,2000,Deaths,19063.0
301,BOL,2000,LifeExpectancy,62.3
302,BOL,2000,GenderInequality,0.589
303,BOL,2000,GDP ,5550440448.0
304,BOL,2000,Fertility,3.9906
305,BOL,2000,tertiary_education,5.27
306,BOL,2005,Deaths,14229.0
307,BOL,2005,LifeExpectancy,64.4
308,BOL,2005,GenderInequality,0.545
309,BOL,2005,GDP ,5251973632.0
310,BOL,2005,Fertility,3.5584
311,BOL,2005,tertiary_education,7.25
312,BOL,2010,Deaths,10426.0
313,BOL,2010,LifeExpectancy,66.2
314,BOL,2010,GenderInequality,0.486
315,BOL,2010,GDP ,12716829696.0
316,BOL,2010,Fertility,3.2132
317,BOL,2010,tertiary_education,8.43
318,BWA,1990,Deaths,2160.0
319,BWA,1990,LifeExpectancy,60.5
320,BWA,1990,GenderInequality,0.589
321,BWA,1990,GDP ,2134799232.0
322,BWA,1990,Fertility,4.4865
323,BWA,1990,tertiary_education,1.52
324,BWA,1995,Deaths,2965.0
325,BWA,1995,LifeExpectancy,55.1
326,BWA,1995,GenderInequality,0.561
327,BWA,1995,GDP ,2997636864.0
328,BWA,1995,Fertility,3.803
329,BWA,1995,tertiary_education,1.9
330,BWA,2000,Deaths,3786.0
331,BWA,2000,LifeExpectancy,51.0
332,BWA,2000,GenderInequality,0.517
333,BWA,2000,GDP ,3825686272.0
334,BWA,2000,Fertility,3.3115
335,BWA,2000,tertiary_education,1.73
336,BWA,2005,Deaths,3373.0
337,BWA,2005,LifeExpectancy,52.6
338,BWA,2005,GenderInequality,0.521
339,BWA,2005,GDP ,5462104064.0
340,BWA,2005,Fertility,3.0795
341,BWA,2005,tertiary_education,1.79
342,BWA,2010,Deaths,2781.0
343,BWA,2010,LifeExpectancy,60.0
344,BWA,2010,GenderInequality,0.511
345,BWA,2010,GDP ,8275259392.0
346,BWA,2010,Fertility,3.023
347,BWA,2010,tertiary_education,2.02
348,BRA,1990,Deaths,233805.0
349,BRA,1990,LifeExpectancy,66.0
350,BRA,1990,GenderInequality,0.552
351,BRA,1990,GDP ,260160618496.0
352,BRA,1990,Fertility,2.9047
353,BRA,1990,tertiary_education,3.03
354,BRA,1995,Deaths,173777.0
355,BRA,1995,LifeExpectancy,67.9
356,BRA,1995,GenderInequality,0.533
357,BRA,1995,GDP ,497837146112.0
358,BRA,1995,Fertility,2.5786
359,BRA,1995,tertiary_education,3.72
360,BRA,2000,Deaths,122391.0
361,BRA,2000,LifeExpectancy,69.7
362,BRA,2000,GenderInequality,0.507
363,BRA,2000,GDP ,433188143104.0
364,BRA,2000,Fertility,2.2545
365,BRA,2000,tertiary_education,3.7
366,BRA,2005,Deaths,80324.0
367,BRA,2005,LifeExpectancy,71.8
368,BRA,2005,GenderInequality,0.471
369,BRA,2005,GDP ,490394714112.0
370,BRA,2005,Fertility,1.9737
371,BRA,2005,tertiary_education,3.73
372,BRA,2010,Deaths,56169.0
373,BRA,2010,LifeExpectancy,73.2
374,BRA,2010,GenderInequality,0.45
375,BRA,2010,GDP ,1429535719424.0
376,BRA,2010,Fertility,1.8102
377,BRA,2010,tertiary_education,5.63
378,BGR,1990,Deaths,2005.0
379,BGR,1990,LifeExpectancy,71.4
380,BGR,1990,GenderInequality,0.368
381,BGR,1990,GDP ,11672576000.0
382,BGR,1990,Fertility,1.8099
383,BGR,1990,tertiary_education,8.11
384,BGR,1995,Deaths,1588.0
385,BGR,1995,LifeExpectancy,71.0
386,BGR,1995,GenderInequality,0.342
387,BGR,1995,GDP ,8277873152.0
388,BGR,1995,Fertility,1.2401
389,BGR,1995,tertiary_education,9.25
390,BGR,2000,Deaths,1162.0
391,BGR,2000,LifeExpectancy,71.6
392,BGR,2000,GenderInequality,0.322
393,BGR,2000,GDP ,8689986560.0
394,BGR,2000,Fertility,1.2608
395,BGR,2000,tertiary_education,9.79
396,BGR,2005,Deaths,937.0
397,BGR,2005,LifeExpectancy,72.6
398,BGR,2005,GenderInequality,0.248
399,BGR,2005,GDP ,16401854464.0
400,BGR,2005,Fertility,1.3657
401,BGR,2005,tertiary_education,11.76
402,BGR,2010,Deaths,798.0
403,BGR,2010,LifeExpectancy,73.8
404,BGR,2010,GenderInequality,0.24
405,BGR,2010,GDP ,32319582208.0
406,BGR,2010,Fertility,1.5711
407,BGR,2010,tertiary_education,13.07
408,BDI,2000,Deaths,41890.0
409,BDI,2000,LifeExpectancy,47.5
410,BDI,2000,GenderInequality,0.616
411,BDI,2000,GDP ,1150662400.0
412,BDI,2000,Fertility,6.8715
413,BDI,2000,tertiary_education,0.24
414,BDI,2005,Deaths,37617.0
415,BDI,2005,LifeExpectancy,53.0
416,BDI,2005,GenderInequality,0.562
417,BDI,2005,GDP ,1228978432.0
418,BDI,2005,Fertility,6.7076
419,BDI,2005,tertiary_education,0.34
420,BDI,2010,Deaths,32252.0
421,BDI,2010,LifeExpectancy,57.1
422,BDI,2010,GenderInequality,0.54
423,BDI,2010,GDP ,2623488256.0
424,BDI,2010,Fertility,6.2599
425,BDI,2010,tertiary_education,0.54
426,KHM,1990,Deaths,44256.0
427,KHM,1990,LifeExpectancy,55.4
428,KHM,1990,GenderInequality,0.679
429,KHM,1990,GDP ,806497664.0
430,KHM,1990,Fertility,5.6444
431,KHM,1990,tertiary_education,0.19
432,KHM,1995,Deaths,43529.0
433,KHM,1995,LifeExpectancy,56.3
434,KHM,1995,GenderInequality,0.654
435,KHM,1995,GDP ,2180581888.0
436,KHM,1995,Fertility,4.8244
437,KHM,1995,tertiary_education,0.24
438,KHM,2000,Deaths,36145.0
439,KHM,2000,LifeExpectancy,58.6
440,KHM,2000,GenderInequality,0.602
441,KHM,2000,GDP ,2415062784.0
442,KHM,2000,Fertility,3.7719
443,KHM,2000,tertiary_education,0.23
444,KHM,2005,Deaths,22051.0
445,KHM,2005,LifeExpectancy,64.3
446,KHM,2005,GenderInequality,0.571
447,KHM,2005,GDP ,3461162752.0
448,KHM,2005,Fertility,3.244
449,KHM,2005,tertiary_education,0.79
450,KHM,2010,Deaths,15831.0
451,KHM,2010,LifeExpectancy,67.7
452,KHM,2010,GenderInequality,0.51
453,KHM,2010,GDP ,7275764224.0
454,KHM,2010,Fertility,2.7736
455,KHM,2010,tertiary_education,1.32
456,CMR,1990,Deaths,69020.0
457,CMR,1990,LifeExpectancy,54.9
458,CMR,1990,GenderInequality,0.704
459,CMR,1990,GDP ,6280312832.0
460,CMR,1990,Fertility,6.3917
461,CMR,1990,tertiary_education,0.45
462,CMR,1995,Deaths,82112.0
463,CMR,1995,LifeExpectancy,53.2
464,CMR,1995,GenderInequality,0.702
465,CMR,1995,GDP ,5533968896.0
466,CMR,1995,Fertility,5.9555
467,CMR,1995,tertiary_education,0.64
468,CMR,2000,Deaths,88919.0
469,CMR,2000,LifeExpectancy,52.9
470,CMR,2000,GenderInequality,0.693
471,CMR,2000,GDP ,6138309120.0
472,CMR,2000,Fertility,5.5295
473,CMR,2000,tertiary_education,0.8
474,CMR,2005,Deaths,88539.0
475,CMR,2005,LifeExpectancy,54.4
476,CMR,2005,GenderInequality,0.656
477,CMR,2005,GDP ,9123289088.0
478,CMR,2005,Fertility,5.4074
479,CMR,2005,tertiary_education,1.15
480,CMR,2010,Deaths,85217.0
481,CMR,2010,LifeExpectancy,56.6
482,CMR,2010,GenderInequality,0.627
483,CMR,2010,GDP ,15287975936.0
484,CMR,2010,Fertility,5.1601
485,CMR,2010,tertiary_education,1.64
486,CAN,1990,Deaths,3152.0
487,CAN,1990,LifeExpectancy,77.4
488,CAN,1990,GenderInequality,0.193
489,CAN,1990,GDP ,334487453696.0
490,CAN,1990,Fertility,1.8086
491,CAN,1990,tertiary_education,9.93
492,CAN,1995,Deaths,2591.0
493,CAN,1995,LifeExpectancy,78.0
494,CAN,1995,GenderInequality,0.182
495,CAN,1995,GDP ,382755504128.0
496,CAN,1995,Fertility,1.6776
497,CAN,1995,tertiary_education,11.54
498,CAN,2000,Deaths,2097.0
499,CAN,2000,LifeExpectancy,79.2
500,CAN,2000,GenderInequality,0.15
501,CAN,2000,GDP ,490604724224.0
502,CAN,2000,Fertility,1.4937
503,CAN,2000,tertiary_education,13.89
504,CAN,2005,Deaths,2088.0
505,CAN,2005,LifeExpectancy,80.1
506,CAN,2005,GenderInequality,0.133
507,CAN,2005,GDP ,643144482816.0
508,CAN,2005,Fertility,1.5433
509,CAN,2005,tertiary_education,20.47
510,CAN,2010,Deaths,2148.0
511,CAN,2010,LifeExpectancy,81.3
512,CAN,2010,GenderInequality,0.133
513,CAN,2010,GDP ,1044162609152.0
514,CAN,2010,Fertility,1.6296
515,CAN,2010,tertiary_education,22.67
516,CAF,1990,Deaths,20238.0
517,CAF,1990,LifeExpectancy,49.6
518,CAF,1990,GenderInequality,0.751
519,CAF,1990,GDP ,811375552.0
520,CAF,1990,Fertility,6.0447
521,CAF,1990,tertiary_education,0.87
522,CAF,1995,Deaths,22231.0
523,CAF,1995,LifeExpectancy,47.4
524,CAF,1995,GenderInequality,0.743
525,CAF,1995,GDP ,706786752.0
526,CAF,1995,Fertility,5.9716
527,CAF,1995,tertiary_education,0.81
528,CAF,2000,Deaths,24318.0
529,CAF,2000,LifeExpectancy,45.4
530,CAF,2000,GenderInequality,0.71
531,CAF,2000,GDP ,604421568.0
532,CAF,2000,Fertility,5.9149
533,CAF,2000,tertiary_education,0.83
534,CAF,2005,Deaths,25553.0
535,CAF,2005,LifeExpectancy,46.4
536,CAF,2005,GenderInequality,0.694
537,CAF,2005,GDP ,742662848.0
538,CAF,2005,Fertility,5.8493
539,CAF,2005,tertiary_education,0.82
540,CAF,2010,Deaths,24073.0
541,CAF,2010,LifeExpectancy,49.3
542,CAF,2010,GenderInequality,0.701
543,CAF,2010,GDP ,1285307136.0
544,CAF,2010,Fertility,5.9365
545,CAF,2010,tertiary_education,0.83
546,CHL,1990,Deaths,5598.0
547,CHL,1990,LifeExpectancy,72.6
548,CHL,1990,GenderInequality,0.512
549,CHL,1990,GDP ,17773262848.0
550,CHL,1990,Fertility,2.5787
551,CHL,1990,tertiary_education,6.23
552,CHL,1995,Deaths,3765.0
553,CHL,1995,LifeExpectancy,74.6
554,CHL,1995,GenderInequality,0.483
555,CHL,1995,GDP ,45211705344.0
556,CHL,1995,Fertility,2.3027
557,CHL,1995,tertiary_education,7.54
558,CHL,2000,Deaths,2813.0
559,CHL,2000,LifeExpectancy,76.9
560,CHL,2000,GenderInequality,0.429
561,CHL,2000,GDP ,52430757888.0
562,CHL,2000,Fertility,1.987
563,CHL,2000,tertiary_education,8.33
564,CHL,2005,Deaths,2218.0
565,CHL,2005,LifeExpectancy,78.0
566,CHL,2005,GenderInequality,0.37
567,CHL,2005,GDP ,68422029312.0
568,CHL,2005,Fertility,1.8035
569,CHL,2005,tertiary_education,7.43
570,CHL,2010,Deaths,2160.0
571,CHL,2010,LifeExpectancy,78.5
572,CHL,2010,GenderInequality,0.339
573,CHL,2010,GDP ,140786204672.0
574,CHL,2010,Fertility,1.8441
575,CHL,2010,tertiary_education,5.92
576,CHN,2000,Deaths,651151.0
577,CHN,2000,LifeExpectancy,71.9
578,CHN,2000,GenderInequality,0.275
579,CHN,2000,GDP ,796594143232.0
580,CHN,2000,Fertility,1.6281
581,CHN,2000,tertiary_education,2.75
582,CHN,2005,Deaths,409142.0
583,CHN,2005,LifeExpectancy,74.1
584,CHN,2005,GenderInequality,0.26
585,CHN,2005,GDP ,1247724830720.0
586,CHN,2005,Fertility,1.6238
587,CHN,2005,tertiary_education,2.73
588,CHN,2010,Deaths,273880.0
589,CHN,2010,LifeExpectancy,75.6
590,CHN,2010,GenderInequality,0.253
591,CHN,2010,GDP ,3908740055040.0
592,CHN,2010,Fertility,1.6865
593,CHN,2010,tertiary_education,2.71
594,COL,1990,Deaths,31598.0
595,COL,1990,LifeExpectancy,68.6
596,COL,1990,GenderInequality,0.529
597,COL,1990,GDP ,22681503744.0
598,COL,1990,Fertility,3.0816
599,COL,1990,tertiary_education,7.37
600,COL,1995,Deaths,27190.0
601,COL,1995,LifeExpectancy,69.9
602,COL,1995,GenderInequality,0.515
603,COL,1995,GDP ,58618900480.0
604,COL,1995,Fertility,2.8621
605,COL,1995,tertiary_education,8.61
606,COL,2000,Deaths,22196.0
607,COL,2000,LifeExpectancy,71.3
608,COL,2000,GenderInequality,0.497
609,COL,2000,GDP ,66018136064.0
610,COL,2000,Fertility,2.5723
611,COL,2000,tertiary_education,8.66
612,COL,2005,Deaths,17862.0
613,COL,2005,LifeExpectancy,73.1
614,COL,2005,GenderInequality,0.488
615,COL,2005,GDP ,80611147776.0
616,COL,2005,Fertility,2.2634
617,COL,2005,tertiary_education,6.6
618,COL,2010,Deaths,14020.0
619,COL,2010,LifeExpectancy,75.0
620,COL,2010,GenderInequality,0.464
621,COL,2010,GDP ,185752141824.0
622,COL,2010,Fertility,1.9918
623,COL,2010,tertiary_education,18.55
624,COG,2000,Deaths,13114.0
625,COG,2000,LifeExpectancy,53.7
626,COG,2000,GenderInequality,0.62
627,COG,2000,GDP ,2128138752.0
628,COG,2000,Fertility,4.7639
629,COG,2000,tertiary_education,0.96
630,COG,2005,Deaths,11520.0
631,COG,2005,LifeExpectancy,58.1
632,COG,2005,GenderInequality,0.623
633,COG,2005,GDP ,3347839232.0
634,COG,2005,Fertility,4.6627
635,COG,2005,tertiary_education,0.79
636,COG,2010,Deaths,9464.0
637,COG,2010,LifeExpectancy,61.7
638,COG,2010,GenderInequality,0.615
639,COG,2010,GDP ,7771248128.0
640,COG,2010,Fertility,4.8222
641,COG,2010,tertiary_education,0.64
642,CRI,1990,Deaths,1431.0
643,CRI,1990,LifeExpectancy,76.6
644,CRI,1990,GenderInequality,0.478
645,CRI,1990,GDP ,4169456896.0
646,CRI,1990,Fertility,3.2049
647,CRI,1990,tertiary_education,9.71
648,CRI,1995,Deaths,1238.0
649,CRI,1995,LifeExpectancy,76.6
650,CRI,1995,GenderInequality,0.464
651,CRI,1995,GDP ,7428082176.0
652,CRI,1995,Fertility,2.8044
653,CRI,1995,tertiary_education,11.94
654,CRI,2000,Deaths,1012.0
655,CRI,2000,LifeExpectancy,77.6
656,CRI,2000,GenderInequality,0.427
657,CRI,2000,GDP ,10539498496.0
658,CRI,2000,Fertility,2.412
659,CRI,2000,tertiary_education,12.39
660,CRI,2005,Deaths,818.0
661,CRI,2005,LifeExpectancy,78.5
662,CRI,2005,GenderInequality,0.348
663,CRI,2005,GDP ,10980669440.0
664,CRI,2005,Fertility,2.0437
665,CRI,2005,tertiary_education,12.56
666,CRI,2010,Deaths,754.0
667,CRI,2010,LifeExpectancy,78.7
668,CRI,2010,GenderInequality,0.333
669,CRI,2010,GDP ,23491514368.0
670,CRI,2010,Fertility,1.9276
671,CRI,2010,tertiary_education,14.69
672,CIV,1990,Deaths,75428.0
673,CIV,1990,LifeExpectancy,52.6
674,CIV,1990,GenderInequality,0.696
675,CIV,1990,GDP ,6079974912.0
676,CIV,1990,Fertility,6.7299
677,CIV,1990,tertiary_education,0.85
678,CIV,1995,Deaths,87222.0
679,CIV,1995,LifeExpectancy,51.6
680,CIV,1995,GenderInequality,0.684
681,CIV,1995,GDP ,6970441216.0
682,CIV,1995,Fertility,6.0893
683,CIV,1995,tertiary_education,1.63
684,CIV,2000,Deaths,92603.0
685,CIV,2000,LifeExpectancy,50.8
686,CIV,2000,GenderInequality,0.678
687,CIV,2000,GDP ,7083212288.0
688,CIV,2000,Fertility,5.8141
689,CIV,2000,tertiary_education,2.08
690,CIV,2005,Deaths,88010.0
691,CIV,2005,LifeExpectancy,51.8
692,CIV,2005,GenderInequality,0.669
693,CIV,2005,GDP ,9396676608.0
694,CIV,2005,Fertility,5.4596
