Country,Year,Region,AgriShareGDP,CreditToAgriFishForest,EmploymentRural,GDP,TotalAgri,% Soldiers,Birth Rate,Death Rate,Homicides,Life Expectancy,Maternal Death Risk,Infant Mortality,% Population Growth,% Rural Population,Civil Liberties,Freedom of Expression,% Healthcare Investment,% Employment Industry,% Education Expenditure,% Men Employment,% Women Employment,Population
Bermuda,2018,North America,0.257692,,,7224.328,,,8.3,8.3,8.1428850908,81.6517073170732,,,0.0719919900882055,0.0,,,,,,,,62763.0
Bermuda,2019,North America,0.27974,,,7484.113,,,8.2,8.4,8.1428850908,81.8665853658537,,,-0.0093873208655239,0.0,,,,,,,,62508.0
Bermuda,2020,North America,0.27974,,,7719.040912,,,8.4,8.4,8.1428850908,82.0560975609756,,,-0.0156474933035009,0.0,,,,,,,,62273.0
Canada,2000,North America,2.11665,1.977261,,744773.7878,11586192.0,0.423091140934747,10.7,7.1,1.784991614,79.1365853658537,0.0134176987875521,5.3,0.931281553452429,20.522,0.972,0.932,14.82,22.5,,67.32,55.42,30588379.0
Canada,2001,North America,2.11665,1.80255,,739005.645912,10937764.0,0.401616698602587,10.8,7.1,1.7940372678,79.3390243902439,0.013958383541606,5.3,1.08635096562717,20.19,0.972,0.932,15.28,22.422,,66.83,55.66,30880072.0
Canada,2002,North America,1.98602,2.18391,,760644.908458,10986211.0,0.363567663512934,10.5,7.1,1.8666853121,79.490243902439,0.0145114259207616,5.3,1.08744792718674,20.112,0.972,0.932,15.88,22.5,,67.08,56.57,31178260.0
Canada,2003,North America,2.05141,2.662137,,895575.10965,14135850.0,0.35517661849257,10.6,7.1,1.7435187944,79.7414634146342,0.0149214006036223,5.3,0.901372739095955,20.033,0.972,0.932,16.36,22.144,,67.59,57.46,31488046.0
Canada,2004,North America,2.16593,2.615612,,1026680.493434,15541134.0,0.404500806409389,10.6,7.1,1.9644519069,79.8926829268293,0.0151496324476962,5.3,0.933020777495183,19.955,0.972,0.932,16.93,22.278,,67.7,57.74,31815490.0
Canada,2005,North America,1.87832,2.649869,,1173158.124936,15194252.0,0.40119506403497,10.6,7.1,2.0643997588,80.1926829268293,0.0165578773158437,5.2,0.944466927450734,19.878,0.972,0.932,17.13,22.1,,67.7,57.67,32164313.0
Canada,2006,North America,1.69898,2.397814,,1319333.899485,16983357.0,0.357295764576927,10.9,7.0,1.8686421985,80.3439024390244,0.0168764994384076,5.2,1.01033450270045,19.787,0.972,0.935,16.78,21.891,,67.6,58.11,32536994.0
Canada,2007,North America,1.58729,2.241326,,1468822.478371,21739773.0,0.350185231572569,11.2,7.1,1.812892765,80.5439024390244,0.0173712602182757,5.1,0.971135141368055,19.604,0.972,0.935,17.06,21.457,,67.91,58.98,32930795.0
Canada,2008,North America,1.76833,1.65556,,1552932.411156,31948149.0,0.344523306786377,11.4,7.2,1.8417621548,80.6951219512195,0.0183517690895026,5.1,1.08290711607014,19.422,0.972,0.935,17.28,21.414,,67.96,59.02,33337638.0
Canada,2009,North America,1.54989,2.201587,,1374624.472823,25799424.0,0.351223676928513,11.3,7.1,1.8076166625,80.9951219512195,0.0186323361070233,5.0,1.14175809912162,19.242,0.972,0.935,17.32,20.299,,65.05,58.05,33746093.0
Canada,2010,North America,1.49323,2.139292,,1617266.734509,26249530.0,0.347274969783906,11.1,7.0,1.6282273237,81.2463414634146,0.0177306678198991,5.0,1.11186407517168,19.063,0.972,0.935,17.36,20.201,,65.27,57.9,34147566.0
Canada,2011,North America,1.76566,1.634334,,1792832.718135,33283884.0,0.344677652423068,11.0,7.1,1.7545304234,81.4487804878049,0.0177385124122336,4.9,0.978697786570341,18.904,0.972,0.935,17.57,20.277,,65.72,57.8,34539156.0
Canada,2012,North America,1.8114,1.395508,,1828685.3261,36493724.0,0.342853153293177,11.0,7.1,1.5692099924,81.6487804878049,0.018187851898849,4.9,1.08581726304756,18.863,0.972,0.937,18.08,20.342,,65.54,57.89,34922031.0
Canada,2013,North America,1.89429,1.162334,,1847206.580024,42431058.0,0.337338851382263,10.8,7.2,1.442067897,81.7487804878049,0.0176028420146647,4.8,1.05659125917789,18.822,0.977,0.942,18.41,20.122,,65.56,58.07,35296535.0
Canada,2014,North America,1.58655,1.321675,,1803534.113918,31238000.0,0.358882311651968,10.8,7.3,1.463646963,81.8,0.0172353029589476,4.7,1.00533757867378,18.782,0.977,0.94,18.85,19.987,,65.35,57.62,35664338.0
Canada,2015,North America,1.86974,0.99675,,1556128.742617,29873101.0,0.343010027326466,10.7,7.4,1.6931901668,81.9,0.0169381170217059,4.7,0.746339477969813,18.741,0.977,0.936,18.94,19.619,,65.33,57.38,36026668.0
Canada,2016,North America,1.86222,1.066493,,1528244.722961,31678396.0,0.339391769724444,10.6,7.4,1.682106961,81.9,0.0166052463064275,4.6,1.13234865466606,18.7,0.978,0.933,18.84,19.507,,64.87,57.46,36382942.0
Canada,2017,North America,1.77284,1.098356,,1649518.967468,32605213.0,0.357036560841361,10.3,7.5,1.7967939805,81.9,0.0164384935459747,4.6,1.19952071057872,18.65,0.974,0.938,18.69,19.502,,64.87,57.46,36732091.0
Canada,2018,North America,1.83493,0.976721,,1721905.662846,32387456.0,0.355775319433657,10.1,7.7,1.755921136,82.0487804878049,0.0164384935459747,4.5,1.1839461661116,18.589,0.973,0.941,18.56,19.502,,64.87,57.46,37074558.0
Canada,2019,North America,1.82333,1.01894,,1741496.789532,31498951.0,0.355775319433657,10.1,7.6,1.755921136,82.0487804878049,0.0164384935459747,4.4,1.16837162164448,18.518,0.973,0.9435,18.58,19.502,,64.87,57.46,37411038.0
Canada,2020,North America,2.01063,1.01894,,1644037.286481,33148426.0,0.355775319433657,10.1,7.6,1.755921136,81.7487804878049,0.0164384935459747,4.4,1.15279707717736,18.438,0.973,0.946,18.58,19.502,,64.87,57.46,37742157.0
