Country,Year,Region,AgriShareGDP,CreditToAgriFishForest,EmploymentRural,GDP,TotalAgri,% Soldiers,Birth Rate,Death Rate,Homicides,Life Expectancy,Maternal Death Risk,Infant Mortality,% Population Growth,% Rural Population,Civil Liberties,Freedom of Expression,% Healthcare Investment,% Employment Industry,% Education Expenditure,% Men Employment,% Women Employment,Population
Italy,2010,Europe and Central Asia,1.77551,2.406104,3252.359,2134017.843247,42069378.0,1.46909285402819,9.5,9.9,0.89169478511,82.0365853658537,0.003040528401857,3.4,0.30759122234095,31.673,0.953,0.917,14.01,28.671,8.72395038604736,54.65,34.51,59325232.0
Italy,2011,Europe and Central Asia,1.88343,2.337282,2783.797,2291991.04577,46091007.0,1.5015529051566,9.2,10.0,0.92634437826,82.1878048780488,0.0029112213262681,3.3,0.171978290995717,31.556,0.953,0.93,13.74,28.443,8.39237976074219,54.3,34.73,59589070.0
Italy,2012,Europe and Central Asia,1.97075,2.33069,5410.408,2087077.032435,44160397.0,1.43606458703476,9.0,10.3,0.88511138935,82.2390243902439,0.0027597615040389,3.2,0.269541239520996,31.316,0.953,0.947,13.17,27.872,8.04117965698242,53.43,35.02,59879469.0
Italy,2013,Europe and Central Asia,2.14459,2.260513,5266.782,2141315.327318,43890133.0,1.42818573613103,8.5,10.0,0.83434679322,82.690243902439,0.0026089776109224,3.1,1.1592511168095,31.021,0.953,0.944,13.05,27.254,8.15579986572266,51.92,34.49,60166828.0
Italy,2014,Europe and Central Asia,1.99786,2.467996,5314.364,2159133.919744,41750316.0,1.39558758108907,8.3,9.8,0.78629858005,83.090243902439,0.0023968385653976,3.0,0.917504095962437,30.728,0.953,0.944,13.15,26.902,8.0064697265625,51.74,34.58,60409622.0
Italy,2015,Europe and Central Asia,2.06524,2.438732,5381.904,1835899.23732,37277564.0,1.39720237680628,8.0,10.7,0.77420220897,82.5439024390244,0.0022608125647206,3.0,-0.0963761331392095,30.435,0.953,0.944,13.1,27.198,8.12042999267578,52.22,34.72,60578489.0
Italy,2016,Europe and Central Asia,1.92837,2.604601,5370.297,1875797.463584,35986497.0,1.38246791268149,7.8,10.1,0.65937977288,83.2439024390244,0.0021772428330544,2.9,-0.169884073301448,30.145,0.953,0.944,13.23,27.128,7.80856990814209,52.8,35.28,60663068.0
Italy,2017,Europe and Central Asia,1.97268,2.67509,5367.693,1961796.197354,37235953.0,1.33536560328335,7.6,10.7,0.61146763208,82.9463414634147,0.0019489982980634,2.8,-0.14986111697397,29.856,0.953,0.939,13.12,27.087,8.31396007537842,52.8,35.28,60673694.0
Italy,2018,Europe and Central Asia,1.94468,2.793446,5521.895,2091932.426267,40614680.0,1.3118384411226,7.3,10.5,0.5690506607,83.3463414634146,0.0019489982980634,2.7,-0.190063640113791,29.562,0.953,0.949,13.24,27.087,8.31396007537842,52.8,35.28,60627291.0
Italy,2019,Europe and Central Asia,1.91353,2.947402,5518.202,2009383.867307,39210651.0,1.3118384411226,7.0,10.6,0.5690506607,83.4975609756098,0.0019489982980634,2.6,-0.3295995142193509,29.264,0.953,0.93,13.18,27.087,8.31396007537842,52.8,35.28,60550092.0
Italy,2020,Europe and Central Asia,1.99068,2.947402,4137.203,1888709.443687,40707847.0,1.3118384411226,6.8,10.6,0.5690506607,82.3439024390244,0.0019489982980634,2.5,-0.469135388324911,28.961,0.953,0.927,13.18,27.087,8.31396007537842,52.8,35.28,60461828.0
